year_bin,anomaly,eccentricity,obliquity,perihelion,insolation,global_insolation,delta_eccentricity,delta_obliquity,delta_perihelion,delta_insolation,delta_global_insolation,perihelion_lagged_20,perihelion_lagged_50,eccentricity_lagged_20,eccentricity_lagged_50,obliquity_lagged_20,obliquity_lagged_50,insolation_lagged_20,insolation_lagged_50
682000,0.0,-0.656,-0.036,1.322,0.619,-0.712,0.399,0.562,0.298,-0.031,0.469,-1.075,0.01,1.863,0.076,0.544,-0.789,-1.864,-0.336
684000,0.0,-0.534,0.08,1.608,0.437,-0.644,1.279,0.375,0.313,-0.352,0.707,-0.722,0.333,1.7,0.157,0.775,-0.674,-1.551,0.319
686000,0.0,-0.412,0.196,-0.021,0.099,-0.564,1.279,0.375,-1.787,-0.652,0.85,-0.371,0.66,1.538,0.319,1.007,-0.558,-0.691,0.893
688000,0.0,-0.29,0.312,-1.641,-0.329,-0.472,1.279,0.375,-1.777,-0.822,0.992,-0.022,0.989,1.375,0.4,1.123,-0.384,0.431,1.199
690000,0.0,-0.168,0.37,-1.325,-0.725,-0.362,1.279,0.187,0.346,-0.762,1.183,0.325,1.322,1.213,0.563,1.123,-0.152,1.445,1.112
692000,0.0,-0.006,0.428,-1.003,-0.944,-0.244,1.719,0.187,0.351,-0.423,1.278,0.67,1.656,1.05,0.725,1.007,-0.036,2.026,0.629
694000,0.0,0.076,0.486,-0.676,-0.873,-0.122,0.839,0.187,0.358,0.13,1.325,1.014,0.065,0.888,0.807,0.775,0.196,2.015,-0.118
696000,0.0,0.238,0.486,-0.345,-0.481,0.009,1.719,-0.001,0.361,0.743,1.42,1.355,-1.524,0.685,0.969,0.544,0.312,1.47,-0.892
698000,0.0,0.36,0.428,-0.011,0.163,0.139,1.279,-0.189,0.366,1.224,1.42,1.693,-1.184,0.482,1.132,0.196,0.486,0.615,-1.43
700000,0.0,0.482,0.37,0.328,0.882,0.27,1.279,-0.189,0.37,1.367,1.42,-1.825,-0.842,0.319,1.213,-0.094,0.601,-0.265,-1.523
702000,0.0,0.604,0.254,0.668,1.431,0.405,1.279,-0.377,0.372,1.044,1.468,-1.496,-0.499,0.076,1.375,-0.384,0.659,-0.937,-1.083
704000,0.0,0.725,0.08,1.012,1.588,0.539,1.279,-0.565,0.376,0.294,1.468,-1.172,-0.155,-0.087,1.497,-0.616,0.717,-1.286,-0.178
706000,0.0,0.807,-0.036,1.358,1.243,0.67,0.839,-0.377,0.378,-0.666,1.42,-0.858,0.191,-0.249,1.619,-0.732,0.717,-1.309,0.959
708000,0.0,0.928,-0.268,1.707,0.453,0.796,1.279,-0.753,0.382,-1.514,1.373,-0.555,0.538,-0.412,1.741,-0.847,0.717,-1.086,1.971
710000,0.0,1.01,-0.384,-1.795,-0.553,0.923,0.839,-0.377,-3.84,-1.925,1.373,-0.265,0.887,-0.574,1.863,-0.847,0.601,-0.733,2.485
712000,0.0,1.091,-0.5,-1.442,-1.458,1.041,0.839,-0.377,0.386,-1.734,1.278,0.01,1.237,-0.656,1.944,-0.789,0.486,-0.351,2.265
714000,0.0,1.172,-0.558,-1.087,-1.975,1.15,0.839,-0.189,0.389,-0.992,1.183,0.273,1.589,-0.737,2.066,-0.674,0.312,0.001,1.331
716000,0.0,1.253,-0.558,-0.73,-1.922,1.255,0.839,-0.001,0.39,0.095,1.135,0.53,0.015,-0.777,2.147,-0.5,0.08,0.293,-0.033
718000,0.0,1.335,-0.558,-0.373,-1.283,1.348,0.839,-0.001,0.391,1.214,0.992,0.786,-1.556,-0.777,2.188,-0.384,-0.152,0.511,-1.394
720000,0.0,1.375,-0.384,-0.014,-0.228,1.428,0.399,0.562,0.392,2.009,0.85,1.049,-1.199,-0.696,2.269,-0.21,-0.384,0.633,-2.331
722000,0.0,1.416,-0.268,0.344,0.922,1.491,0.399,0.375,0.392,2.191,0.66,1.322,-0.84,-0.656,2.309,-0.036,-0.616,0.619,-2.568
724000,0.0,1.416,-0.036,0.703,1.787,1.542,-0.041,0.75,0.392,1.645,0.517,1.608,-0.478,-0.534,2.309,0.08,-0.847,0.437,-2.039
726000,0.0,1.497,0.196,1.061,2.059,1.584,0.839,0.75,0.392,0.514,0.422,-0.021,-0.116,-0.412,2.309,0.196,-1.079,0.099,-0.913
728000,0.0,1.497,0.428,1.419,1.647,1.601,-0.041,0.75,0.392,-0.792,0.136,-1.641,0.249,-0.29,2.309,0.312,-1.137,-0.329,0.432
730000,0.0,1.497,0.601,1.778,0.72,1.601,-0.041,0.562,0.392,-1.776,-0.054,-1.325,0.613,-0.168,2.309,0.37,-1.137,-0.725,1.518
732000,0.0,1.497,0.659,-1.718,-0.38,1.592,-0.041,0.187,-3.833,-2.105,-0.149,-1.003,0.978,-0.006,2.309,0.428,-0.963,-0.944,1.941
734000,0.0,1.457,0.601,-1.359,-1.272,1.563,-0.482,-0.189,0.393,-1.71,-0.387,-0.676,1.342,0.076,2.228,0.486,-0.789,-0.873,1.563
736000,0.0,1.416,0.544,-0.998,-1.672,1.508,-0.482,-0.189,0.394,-0.768,-0.672,-0.345,1.704,0.238,2.147,0.486,-0.5,-0.481,0.579
738000,0.0,1.375,0.312,-0.636,-1.472,1.437,-0.482,-0.753,0.396,0.376,-0.862,-0.011,-1.79,0.36,2.066,0.428,-0.152,0.163,-0.594
740000,0.0,1.335,0.08,-0.271,-0.769,1.348,-0.482,-0.753,0.399,1.337,-1.052,0.328,-1.431,0.482,1.944,0.37,0.196,0.882,-1.512
742000,0.0,1.253,-0.268,0.096,0.171,1.243,-0.922,-1.128,0.402,1.789,-1.242,0.668,-1.075,0.604,1.863,0.254,0.544,1.431,-1.864
744000,0.0,1.132,-0.5,0.467,0.979,1.121,-1.362,-0.753,0.405,1.538,-1.433,1.012,-0.722,0.725,1.7,0.08,0.775,1.588,-1.551
746000,0.0,1.05,-0.732,0.84,1.326,0.977,-0.922,-0.753,0.408,0.657,-1.67,1.358,-0.371,0.807,1.538,-0.036,1.007,1.243,-0.691
748000,0.0,0.969,-0.905,1.215,1.076,0.826,-0.922,-0.565,0.41,-0.482,-1.766,1.707,-0.022,0.928,1.375,-0.268,1.123,0.453,0.431
750000,0.0,0.807,-1.021,1.592,0.349,0.666,-1.802,-0.377,0.413,-1.394,-1.861,-1.795,0.325,1.01,1.213,-0.384,1.123,-0.553,1.445
752000,0.0,0.644,-0.905,0.044,-0.546,0.497,-1.802,0.375,-1.698,-1.716,-1.956,-1.442,0.67,1.091,1.05,-0.5,1.007,-1.458,2.026
754000,0.0,0.563,-0.732,-1.503,-1.253,0.32,-0.922,0.562,-1.697,-1.355,-2.051,-1.087,1.014,1.172,0.888,-0.558,0.775,-1.975,2.015
756000,0.0,0.4,-0.5,-1.124,-1.515,0.148,-1.802,0.75,0.415,-0.506,-2.003,-0.73,1.355,1.253,0.685,-0.558,0.544,-1.922,1.47
758000,0.0,0.238,-0.21,-0.743,-1.261,-0.025,-1.802,0.938,0.416,0.48,-2.003,-0.373,1.693,1.335,0.482,-0.558,0.196,-1.283,0.615
760000,0.0,-0.006,0.08,-0.363,-0.603,-0.194,-2.682,0.938,0.416,1.252,-1.956,-0.014,-1.825,1.375,0.319,-0.384,-0.094,-0.228,-0.265
762000,0.0,-0.168,0.428,0.02,0.211,-0.358,-1.802,1.126,0.419,1.549,-1.908,0.344,-1.496,1.416,0.076,-0.268,-0.384,0.922,-0.937
764000,0.0,-0.331,0.659,0.405,0.887,-0.505,-1.802,0.75,0.421,1.285,-1.718,0.703,-1.172,1.416,-0.087,-0.036,-0.616,1.787,-1.286
766000,0.0,-0.534,0.891,0.794,1.212,-0.64,-2.242,0.75,0.425,0.615,-1.575,1.061,-0.858,1.497,-0.249,0.196,-0.732,2.059,-1.309
768000,0.0,-0.737,0.949,1.19,1.135,-0.762,-2.242,0.187,0.433,-0.152,-1.433,1.419,-0.555,1.497,-0.412,0.428,-0.847,1.647,-1.086
770000,0.0,-0.899,0.949,1.596,0.768,-0.863,-1.802,-0.001,0.444,-0.707,-1.195,1.778,-0.265,1.497,-0.574,0.601,-0.847,0.72,-0.733
772000,0.0,-1.062,0.891,0.091,0.318,-0.948,-1.802,-0.189,-1.651,-0.864,-1.005,-1.718,0.01,1.497,-0.656,0.659,-0.789,-0.38,-0.351
774000,0.0,-1.224,0.775,-1.391,-0.015,-1.015,-1.802,-0.377,-1.625,-0.64,-0.815,-1.359,0.273,1.457,-0.737,0.601,-0.674,-1.272,0.001
776000,0.0,-1.387,0.544,-0.909,-0.129,-1.066,-1.802,-0.753,0.528,-0.223,-0.624,-0.998,0.53,1.416,-0.777,0.544,-0.5,-1.672,0.293
778000,0.0,-1.508,0.312,-0.369,-0.048,-1.095,-1.362,-0.753,0.59,0.148,-0.387,-0.636,0.786,1.375,-0.777,0.312,-0.384,-1.472,0.511
780000,0.0,-1.59,0.08,0.227,0.103,-1.108,-0.922,-0.753,0.653,0.284,-0.196,-0.271,1.049,1.335,-0.696,0.08,-0.21,-0.769,0.633
782000,0.0,-1.549,-0.268,0.836,0.165,-1.099,0.399,-1.128,0.666,0.112,0.041,0.096,1.322,1.253,-0.656,-0.268,-0.036,0.171,0.619
784000,0.0,-1.468,-0.5,1.392,0.028,-1.078,0.839,-0.753,0.609,-0.267,0.184,0.467,1.608,1.132,-0.534,-0.5,0.08,0.979,0.437
786000,0.0,-1.346,-0.674,-0.036,-0.299,-1.045,1.279,-0.565,-1.567,-0.629,0.327,0.84,-0.021,1.05,-0.412,-0.732,0.196,1.326,0.099
788000,0.0,-1.224,-0.847,-1.509,-0.695,-0.998,1.279,-0.565,-1.616,-0.762,0.469,1.215,-1.641,0.969,-0.29,-0.905,0.312,1.076,-0.329
790000,0.0,-1.062,-0.963,-1.077,-0.987,-0.939,1.719,-0.377,0.472,-0.563,0.612,1.592,-1.325,0.807,-0.168,-1.021,0.37,0.349,-0.725
792000,0.0,-0.899,-1.021,-0.663,-1.026,-0.876,1.719,-0.189,0.454,-0.081,0.66,0.044,-1.003,0.644,-0.006,-0.905,0.428,-0.546,-0.944
794000,0.0,-0.818,-1.021,-0.257,-0.769,-0.809,0.839,-0.001,0.443,0.486,0.707,-1.503,-0.676,0.563,0.076,-0.732,0.486,-1.253,-0.873
796000,0.0,-0.656,-1.021,0.14,-0.297,-0.733,1.719,-0.001,0.434,0.895,0.802,-1.124,-0.345,0.4,0.238,-0.5,0.486,-1.515,-0.481
798000,0.0,-0.574,-0.905,0.532,0.21,-0.661,0.839,0.375,0.428,0.964,0.755,-0.743,-0.011,0.238,0.36,-0.21,0.428,-1.261,0.163
800000,0.0,-0.452,-0.732,0.92,0.547,-0.59,1.279,0.562,0.425,0.637,0.755,-0.363,0.328,-0.006,0.482,0.08,0.37,-0.603,0.882
802000,0.0,-0.371,-0.5,1.303,0.575,-0.518,0.839,0.75,0.419,0.047,0.755,0.02,0.668,-0.168,0.604,0.428,0.254,0.211,1.431
804000,0.0,-0.29,-0.152,1.683,0.295,-0.451,0.839,1.126,0.415,-0.54,0.707,0.405,1.012,-0.331,0.725,0.659,0.08,0.887,1.588
806000,0.0,-0.209,0.196,-1.796,-0.153,-0.392,0.839,1.126,-3.814,-0.86,0.612,0.794,1.358,-0.534,0.807,0.891,-0.036,1.212,1.243
808000,0.0,-0.128,0.544,-1.424,-0.554,-0.333,0.839,1.126,0.407,-0.771,0.612,1.19,1.707,-0.737,0.928,0.949,-0.268,1.135,0.453
810000,0.0,-0.087,0.891,-1.055,-0.708,-0.291,0.399,1.126,0.403,-0.301,0.422,1.596,-1.795,-0.899,1.01,0.949,-0.384,0.768,-0.553
812000,0.0,-0.046,1.123,-0.689,-0.51,-0.253,0.399,0.75,0.401,0.373,0.374,0.091,-1.442,-1.062,1.091,0.891,-0.5,0.318,-1.458
814000,0.0,-0.006,1.355,-0.323,0.014,-0.227,0.399,0.75,0.4,0.996,0.232,-1.391,-1.087,-1.224,1.172,0.775,-0.558,-0.015,-1.975
816000,0.0,0.035,1.413,0.041,0.711,-0.206,0.399,0.187,0.398,1.324,0.184,-0.909,-0.73,-1.387,1.253,0.544,-0.558,-0.129,-1.922
818000,0.0,0.035,1.355,0.406,1.34,-0.198,-0.041,-0.189,0.399,1.196,0.041,-0.369,-0.373,-1.508,1.335,0.312,-0.558,-0.048,-1.283
820000,0.0,0.035,1.181,0.77,1.659,-0.194,-0.041,-0.565,0.398,0.604,-0.006,0.227,-0.014,-1.59,1.375,0.08,-0.384,0.103,-0.228
822000,0.0,0.035,0.891,1.134,1.521,-0.198,-0.041,-0.94,0.399,-0.269,-0.101,0.836,0.344,-1.549,1.416,-0.268,-0.268,0.165,0.922
824000,0.0,0.035,0.486,1.501,0.938,-0.211,-0.041,-1.316,0.401,-1.118,-0.196,1.392,0.703,-1.468,1.416,-0.5,-0.036,0.028,1.787
826000,0.0,-0.046,0.022,-0.058,0.083,-0.232,-0.922,-1.504,-1.709,-1.639,-0.291,-0.036,1.061,-1.346,1.497,-0.674,0.196,-0.299,2.059
828000,0.0,-0.046,-0.5,-1.612,-0.781,-0.261,-0.041,-1.692,-1.705,-1.655,-0.387,-1.509,1.419,-1.224,1.497,-0.847,0.428,-0.695,1.647
830000,0.0,-0.087,-0.963,-1.237,-1.4,-0.299,-0.482,-1.504,0.41,-1.188,-0.482,-1.077,1.778,-1.062,1.497,-0.963,0.601,-0.987,0.72
832000,0.0,-0.128,-1.311,-0.859,-1.616,-0.35,-0.482,-1.128,0.414,-0.418,-0.624,-0.663,-1.718,-0.899,1.497,-1.021,0.659,-1.026,-0.38
834000,0.0,-0.209,-1.543,-0.476,-1.408,-0.396,-0.922,-0.753,0.419,0.393,-0.577,-0.257,-1.359,-0.818,1.457,-1.021,0.601,-0.769,-1.272
836000,0.0,-0.29,-1.601,-0.092,-0.892,-0.451,-0.922,-0.189,0.421,0.978,-0.672,0.14,-0.998,-0.656,1.416,-1.021,0.544,-0.297,-1.672
838000,0.0,-0.331,-1.543,0.296,-0.283,-0.51,-0.482,0.187,0.424,1.159,-0.719,0.532,-0.636,-0.574,1.375,-0.905,0.312,0.21,-1.472
840000,0.0,-0.412,-1.311,0.686,0.196,-0.564,-0.922,0.75,0.426,0.908,-0.672,0.92,-0.271,-0.452,1.335,-0.732,0.08,0.547,-0.769
842000,0.0,-0.493,-0.905,1.076,0.396,-0.628,-0.922,1.314,0.427,0.377,-0.767,1.303,0.096,-0.371,1.253,-0.5,-0.268,0.575,0.171
844000,0.0,-0.615,-0.442,1.47,0.307,-0.687,-1.362,1.502,0.43,-0.176,-0.719,1.683,0.467,-0.29,1.132,-0.152,-0.5,0.295,0.979
846000,0.0,-0.696,0.022,-0.062,0.046,-0.745,-0.922,1.502,-1.68,-0.503,-0.719,-1.796,0.84,-0.209,1.05,0.196,-0.732,-0.153,1.326
848000,0.0,-0.818,0.37,-1.587,-0.204,-0.8,-1.362,1.126,-1.673,-0.483,-0.672,-1.424,1.215,-0.128,0.969,0.544,-0.905,-0.554,1.076
850000,0.0,-0.899,0.775,-1.179,-0.284,-0.855,-0.922,1.314,0.446,-0.159,-0.672,-1.055,1.592,-0.087,0.807,0.891,-1.021,-0.708,0.349
852000,0.0,-0.98,1.007,-0.758,-0.125,-0.901,-0.922,0.75,0.46,0.299,-0.577,-0.689,0.044,-0.046,0.644,1.123,-0.905,-0.51,-0.546
854000,0.0,-1.062,1.181,-0.322,0.226,-0.943,-0.922,0.562,0.477,0.665,-0.529,-0.323,-1.503,-0.006,0.563,1.355,-0.732,0.014,-1.253
856000,0.0,-1.143,1.181,0.131,0.62,-0.973,-0.922,-0.001,0.496,0.747,-0.387,0.041,-1.124,0.035,0.4,1.413,-0.5,0.711,-1.515
858000,0.0,-1.184,1.065,0.602,0.872,-0.99,-0.482,-0.377,0.515,0.476,-0.244,0.406,-0.743,0.035,0.238,1.355,-0.21,1.34,-1.261
860000,0.0,-1.184,0.891,1.085,0.843,-1.002,-0.041,-0.565,0.528,-0.061,-0.196,0.77,-0.363,0.035,-0.006,1.181,0.08,1.659,-0.603
862000,0.0,-1.184,0.601,1.576,0.514,-0.994,-0.041,-0.94,0.537,-0.635,0.041,1.134,0.02,0.035,-0.168,0.891,0.428,1.521,0.211
864000,0.0,-1.143,0.312,-1.794,0.004,-0.973,0.399,-0.94,-3.695,-0.979,0.184,1.501,0.405,0.035,-0.331,0.486,0.659,0.938,0.887
866000,0.0,-1.062,-0.036,-1.319,-0.478,-0.939,0.839,-1.128,0.52,-0.926,0.327,-0.058,0.794,-0.046,-0.534,0.022,0.891,0.083,1.212
868000,0.0,-0.98,-0.268,-0.86,-0.733,-0.889,0.839,-0.753,0.502,-0.491,0.517,-1.612,1.19,-0.046,-0.737,-0.5,0.949,-0.781,1.135
870000,0.0,-0.818,-0.5,-0.415,-0.653,-0.821,1.719,-0.753,0.487,0.146,0.707,-1.237,1.596,-0.087,-0.899,-0.963,0.949,-1.4,0.768
872000,0.0,-0.656,-0.674,0.018,-0.279,-0.733,1.719,-0.565,0.473,0.708,0.945,-0.859,0.091,-0.128,-1.062,-1.311,0.891,-1.616,0.318
874000,0.0,-0.493,-0.789,0.438,0.208,-0.636,1.719,-0.377,0.459,0.924,1.04,-0.476,-1.391,-0.209,-1.224,-1.543,0.775,-1.408,-0.015
876000,0.0,-0.331,-0.789,0.849,0.557,-0.518,1.719,-0.001,0.45,0.661,1.278,-0.092,-0.909,-0.29,-1.387,-1.601,0.544,-0.892,-0.129
878000,0.0,-0.168,-0.789,1.252,0.56,-0.387,1.719,-0.001,0.44,0.001,1.42,0.296,-0.369,-0.331,-1.508,-1.543,0.312,-0.283,-0.048
880000,0.0,-0.006,-0.674,1.65,0.163,-0.244,1.719,0.375,0.436,-0.764,1.563,0.686,0.227,-0.412,-1.59,-1.311,0.08,0.196,0.103
882000,0.0,0.157,-0.558,-1.811,-0.493,-0.097,1.719,0.375,-3.794,-1.258,1.611,1.076,0.836,-0.493,-1.549,-0.905,-0.268,0.396,0.165
884000,0.0,0.319,-0.384,-1.421,-1.129,0.059,1.719,0.562,0.426,-1.22,1.706,1.47,1.392,-0.615,-1.468,-0.442,-0.5,0.307,0.028
886000,0.0,0.441,-0.21,-1.035,-1.455,0.223,1.279,0.562,0.422,-0.627,1.801,-0.062,-0.036,-0.696,-1.346,0.022,-0.674,0.046,-0.299
888000,0.0,0.563,-0.036,-0.652,-1.279,0.383,1.279,0.562,0.419,0.33,1.753,-1.587,-1.509,-0.818,-1.224,0.37,-0.847,-0.204,-0.695
890000,0.0,0.725,0.138,-0.27,-0.591,0.544,1.719,0.562,0.417,1.31,1.753,-1.179,-1.077,-0.899,-1.062,0.775,-0.963,-0.284,-0.987
892000,0.0,0.847,0.312,0.108,0.421,0.704,1.279,0.562,0.414,1.926,1.753,-0.758,-0.663,-0.98,-0.899,1.007,-1.021,-0.125,-1.026
894000,0.0,0.969,0.428,0.484,1.41,0.855,1.279,0.375,0.411,1.882,1.658,-0.322,-0.257,-1.062,-0.818,1.181,-1.021,0.226,-0.769
896000,0.0,1.05,0.601,0.857,1.996,0.998,0.839,0.562,0.408,1.113,1.563,0.131,0.14,-1.143,-0.656,1.181,-1.021,0.62,-0.297
898000,0.0,1.172,0.601,1.229,1.926,1.125,1.279,-0.001,0.406,-0.139,1.373,0.602,0.532,-1.184,-0.574,1.065,-0.905,0.872,0.21
900000,0.0,1.253,0.601,1.6,1.203,1.239,0.839,-0.001,0.405,-1.386,1.23,1.085,0.92,-1.184,-0.452,0.891,-0.732,0.843,0.547
902000,0.0,1.294,0.544,0.042,0.094,1.327,0.399,-0.189,-1.708,-2.124,0.945,1.576,1.303,-1.184,-0.371,0.601,-0.5,0.514,0.575
904000,0.0,1.335,0.428,-1.516,-1.002,1.394,0.399,-0.377,-1.708,-2.098,0.707,-1.794,1.683,-1.143,-0.29,0.312,-0.152,0.004,0.295
906000,0.0,1.375,0.196,-1.146,-1.715,1.445,0.399,-0.753,0.404,-1.367,0.517,-1.319,-1.796,-1.062,-0.209,-0.036,0.196,-0.478,-0.153
908000,0.0,1.416,-0.094,-0.777,-1.826,1.47,0.399,-0.94,0.404,-0.217,0.232,-0.86,-1.424,-0.98,-0.128,-0.268,0.544,-0.733,-0.554
910000,0.0,1.416,-0.384,-0.407,-1.328,1.474,-0.041,-0.94,0.405,0.946,-0.006,-0.415,-1.055,-0.818,-0.087,-0.5,0.891,-0.653,-0.708
912000,0.0,1.416,-0.674,-0.037,-0.421,1.462,-0.041,-0.94,0.404,1.726,-0.196,0.018,-0.689,-0.656,-0.046,-0.674,1.123,-0.279,-0.51
914000,0.0,1.335,-0.963,0.334,0.547,1.424,-0.922,-0.94,0.405,1.843,-0.482,0.438,-0.323,-0.493,-0.006,-0.789,1.355,0.208,0.014
916000,0.0,1.335,-1.079,0.705,1.195,1.369,-0.041,-0.377,0.405,1.233,-0.672,0.849,0.041,-0.331,0.035,-0.789,1.413,0.557,0.711
918000,0.0,1.253,-1.137,1.076,1.272,1.289,-0.922,-0.189,0.405,0.14,-0.957,1.252,0.406,-0.168,0.035,-0.789,1.355,0.56,1.34
920000,0.0,1.213,-1.079,1.445,0.77,1.196,-0.482,0.187,0.404,-0.962,-1.1,1.65,0.77,-0.006,0.035,-0.674,1.181,0.163,1.659
922000,0.0,1.132,-0.847,1.812,-0.076,1.083,-0.922,0.75,0.402,-1.622,-1.338,-1.811,1.134,0.157,0.035,-0.558,0.891,-0.493,1.521
924000,0.0,1.05,-0.5,-1.676,-0.918,0.961,-0.922,1.126,-3.825,-1.613,-1.433,-1.421,1.501,0.319,0.035,-0.384,0.486,-1.129,0.938
926000,0.0,0.928,-0.094,-1.314,-1.433,0.826,-1.362,1.314,0.396,-0.988,-1.575,-1.035,-0.058,0.441,-0.046,-0.21,0.022,-1.455,0.083
928000,0.0,0.807,0.37,-0.955,-1.439,0.683,-1.362,1.502,0.392,-0.018,-1.67,-0.652,-1.612,0.563,-0.046,-0.036,-0.5,-1.279,-0.781
930000,0.0,0.725,0.717,-0.6,-0.94,0.535,-0.922,1.126,0.388,0.948,-1.718,-0.27,-1.237,0.725,-0.087,0.138,-0.963,-0.591,-1.4
932000,0.0,0.563,1.123,-0.249,-0.094,0.388,-1.802,1.314,0.384,1.609,-1.718,0.108,-0.859,0.847,-0.128,0.312,-1.311,0.421,-1.616
934000,0.0,0.482,1.355,0.098,0.831,0.24,-0.922,0.75,0.38,1.761,-1.718,0.484,-0.476,0.969,-0.209,0.428,-1.543,1.41,-1.408
936000,0.0,0.319,1.413,0.441,1.545,0.089,-1.802,0.187,0.375,1.358,-1.766,0.857,-0.092,1.05,-0.29,0.601,-1.601,1.996,-0.892
938000,0.0,0.157,1.413,0.782,1.844,-0.063,-1.802,-0.001,0.373,0.564,-1.766,1.229,0.296,1.172,-0.331,0.601,-1.543,1.926,-0.283
940000,0.0,-0.006,1.181,1.12,1.67,-0.206,-1.802,-0.753,0.369,-0.336,-1.67,1.6,0.686,1.253,-0.412,0.601,-1.311,1.203,0.196
942000,0.0,-0.168,0.833,1.456,1.116,-0.345,-1.802,-1.128,0.367,-1.064,-1.623,0.042,1.076,1.294,-0.493,0.544,-0.905,0.094,0.396
944000,0.0,-0.331,0.37,1.789,0.375,-0.476,-1.802,-1.504,0.364,-1.421,-1.528,-1.516,1.47,1.335,-0.615,0.428,-0.442,-1.002,0.307
946000,0.0,-0.493,-0.094,-1.735,-0.345,-0.594,-1.802,-1.504,-3.865,-1.379,-1.385,-1.146,-0.062,1.375,-0.696,0.196,0.022,-1.715,0.046
948000,0.0,-0.656,-0.674,-1.41,-0.89,-0.699,-1.802,-1.88,0.355,-1.047,-1.242,-0.777,-1.587,1.416,-0.818,-0.094,0.37,-1.826,-0.204
950000,0.0,-0.777,-1.137,-1.093,-1.192,-0.796,-1.362,-1.504,0.347,-0.583,-1.147,-0.407,-1.179,1.416,-0.899,-0.384,0.775,-1.328,-0.284
952000,0.0,-0.899,-1.427,-0.787,-1.261,-0.876,-1.362,-0.94,0.334,-0.136,-0.957,-0.037,-0.758,1.416,-0.98,-0.674,1.007,-0.421,-0.125
954000,0.0,-1.062,-1.659,-0.499,-1.16,-0.939,-1.802,-0.753,0.315,0.186,-0.767,0.334,-0.322,1.335,-1.062,-0.963,1.181,0.547,0.226
956000,0.0,-1.184,-1.717,-0.238,-0.968,-0.986,-1.362,-0.189,0.284,0.362,-0.577,0.705,0.131,1.335,-1.143,-1.079,1.181,1.195,0.62
958000,0.0,-1.265,-1.543,-0.006,-0.733,-1.015,-0.922,0.562,0.254,0.444,-0.387,1.076,0.602,1.253,-1.184,-1.137,1.065,1.272,0.872
960000,0.0,-1.265,-1.311,0.202,-0.471,-1.028,-0.041,0.75,0.227,0.494,-0.196,1.445,1.085,1.213,-1.184,-1.079,0.891,0.77,0.843
962000,0.0,-1.265,-0.905,0.398,-0.175,-1.024,-0.041,1.314,0.214,0.559,-0.006,1.812,1.576,1.132,-1.184,-0.847,0.601,-0.076,0.514
964000,0.0,-1.224,-0.558,0.61,0.162,-0.994,0.399,1.126,0.231,0.638,0.279,-1.676,-1.794,1.05,-1.143,-0.5,0.312,-0.918,0.004
966000,0.0,-1.062,-0.094,0.846,0.507,-0.948,1.719,1.502,0.259,0.654,0.469,-1.314,-1.319,0.928,-1.062,-0.094,-0.036,-1.433,-0.478
968000,0.0,-0.899,0.37,1.11,0.784,-0.88,1.719,1.502,0.288,0.524,0.707,-0.955,-0.86,0.807,-0.98,0.37,-0.268,-1.439,-0.733
970000,0.0,-0.737,0.775,1.396,0.9,-0.783,1.719,1.314,0.312,0.215,1.04,-0.6,-0.415,0.725,-0.818,0.717,-0.5,-0.94,-0.653
972000,0.0,-0.574,1.123,1.699,0.78,-0.67,1.719,1.126,0.33,-0.234,1.23,-0.249,0.018,0.563,-0.656,1.123,-0.674,-0.094,-0.279
974000,0.0,-0.371,1.297,-1.84,0.425,-0.535,2.159,0.562,-3.879,-0.682,1.468,0.098,0.438,0.482,-0.493,1.355,-0.789,0.831,0.208
976000,0.0,-0.168,1.413,-1.515,-0.061,-0.371,2.159,0.375,0.355,-0.935,1.801,0.441,0.849,0.319,-0.331,1.413,-0.789,1.545,0.557
978000,0.0,0.035,1.355,-1.185,-0.504,-0.185,2.159,-0.189,0.361,-0.851,2.039,0.782,1.252,0.157,-0.168,1.413,-0.789,1.844,0.56
980000,0.0,0.238,1.239,-0.848,-0.716,0.03,2.159,-0.377,0.368,-0.41,2.371,1.12,1.65,-0.006,-0.006,1.181,-0.674,1.67,0.163
982000,0.0,0.482,1.123,-0.507,-0.564,0.257,2.599,-0.377,0.372,0.285,2.514,1.456,-1.811,-0.168,0.157,0.833,-0.558,1.116,-0.493
984000,0.0,0.685,0.775,-0.162,-0.039,0.506,2.159,-1.128,0.377,0.997,2.752,1.789,-1.421,-0.331,0.319,0.37,-0.384,0.375,-1.129
986000,0.0,0.888,0.486,0.186,0.711,0.767,2.159,-0.94,0.381,1.426,2.894,-1.735,-1.035,-0.493,0.441,-0.094,-0.21,-0.345,-1.455
988000,0.0,1.091,0.138,0.538,1.409,1.028,2.159,-1.128,0.385,1.326,2.894,-1.41,-0.652,-0.656,0.563,-0.674,-0.036,-0.89,-1.279
990000,0.0,1.294,-0.268,0.894,1.73,1.306,2.159,-1.316,0.389,0.607,3.085,-1.093,-0.27,-0.777,0.725,-1.137,0.138,-1.192,-0.591
992000,0.0,1.457,-0.616,1.253,1.436,1.58,1.719,-1.128,0.393,-0.567,3.037,-0.787,0.108,-0.899,0.847,-1.427,0.312,-1.261,0.421
994000,0.0,1.619,-0.963,1.615,0.518,1.858,1.719,-1.128,0.396,-1.758,3.085,-0.499,0.484,-1.062,0.969,-1.659,0.428,-1.16,1.41
