anomaly,year_bin,co2_ppm,co2_radiative_forcing,eccentricity,obliquity,perihelion,insolation,global_insolation,be_ppm,VADM,solar_modulation
-0.36001,0,277.35,1.04825,0.0167,0.40909,1.79626,476.90006,341.99771,1.9,1.98208,0.4318
-0.28079,50,277.65,1.05403,0.01668,0.40898,1.81137,476.88289,341.99759,1.89815,1.97439,0.43147
-0.41454,100,277.5,1.05114,0.01666,0.40887,1.82649,476.86572,341.99747,1.8963,1.96669,0.43114
-0.37478,150,277.91,1.05904,0.01664,0.40875,1.8416,476.84855,341.99735,1.89444,1.959,0.43082
-0.5463,200,278.755,1.07528,0.01662,0.40864,1.85672,476.83137,341.99722,1.89259,1.95131,0.43048
-0.58175,250,279.6,1.09148,0.0166,0.40853,1.87183,476.8142,341.9971,1.89074,1.94361,0.43015
-0.3679,300,281.3,1.12391,0.01657,0.40842,1.88695,476.79703,341.99698,1.88889,1.93592,0.42982
-0.25897,350,277.8,1.05692,0.01655,0.4083,1.90206,476.77986,341.99686,1.88704,1.92823,0.42948
-0.3872,400,278.19,1.06443,0.01653,0.40819,1.91718,476.76268,341.99674,1.88519,1.92053,0.42914
-0.4437,450,280.0,1.09913,0.01651,0.40808,1.93229,476.74551,341.99662,1.88333,1.91284,0.4288
-0.41094,500,276.95,1.04053,0.01649,0.40796,1.94741,476.72834,341.9965,1.88148,1.90515,0.42846
-0.68479,550,277.51,1.05134,0.01647,0.40785,1.96252,476.71117,341.99638,1.87963,1.89746,0.42812
-0.51093,600,277.035,1.04217,0.01645,0.40774,1.97764,476.69399,341.99626,1.87778,1.88976,0.42777
-0.25049,650,279.02,1.08037,0.01642,0.40762,1.99275,476.67682,341.99614,1.87593,1.88207,0.42743
-0.50718,700,277.1,1.04343,0.0164,0.40751,2.00787,476.65965,341.99602,1.87407,1.87438,0.42708
-0.31953,750,279.64,1.09224,0.01638,0.4074,2.02298,476.64248,341.9959,1.87222,1.86668,0.42673
-0.47478,800,279.17,1.08324,0.01636,0.40729,2.0381,476.62531,341.99578,1.87037,1.85899,0.42638
-0.4364,850,279.4675,1.08894,0.01634,0.40717,2.05322,476.60813,341.99566,1.86852,1.8513,0.42602
-0.36872,900,279.765,1.09463,0.01632,0.40706,2.06833,476.59096,341.99554,1.86667,1.8436,0.42567
-0.36575,950,277.41,1.04941,0.0163,0.40695,2.08345,476.57379,341.99542,1.86481,1.83591,0.42531
-0.32591,1000,279.53333,1.0902,0.01628,0.40683,2.09856,476.55662,341.9953,1.86296,1.82822,0.42495
-0.28727,1050,281.57667,1.12917,0.01627,0.40682,2.10035,476.56122,341.99528,1.86111,1.8219,0.42463
-0.35795,1100,282.965,1.15548,0.01627,0.40681,2.10214,476.56582,341.99527,1.85926,1.81558,0.4243
-0.53703,1150,284.24,1.17953,0.01627,0.40679,2.10393,476.57042,341.99526,1.85741,1.80925,0.42398
-0.55725,1200,284.115,1.17718,0.01627,0.40678,2.10572,476.57502,341.99524,1.85556,1.80293,0.42365
-0.5608,1250,282.305,1.14299,0.01626,0.40677,2.10752,476.57962,341.99523,1.8537,1.79661,0.42332
-0.46967,1300,280.005,1.09922,0.01626,0.40675,2.10931,476.58422,341.99521,1.85185,1.79029,0.42299
-0.50122,1350,281.215,1.12229,0.01626,0.40674,2.1111,476.58882,341.9952,1.85,1.78397,0.42266
-0.31703,1400,280.305,1.10495,0.01625,0.40673,2.11289,476.59342,341.99519,1.85,1.77765,0.42247
-0.47635,1450,280.75667,1.11356,0.01625,0.40672,2.11468,476.59802,341.99517,1.85,1.77133,0.42228
-0.36727,1500,283.12,1.15841,0.01625,0.4067,2.11647,476.60262,341.99516,1.85,1.76501,0.4221
-0.36349,1550,282.97,1.15557,0.01625,0.40669,2.11826,476.60722,341.99514,1.85,1.75869,0.42191
-0.63558,1600,276.6625,1.03497,0.01624,0.40668,2.12005,476.61182,341.99513,1.85,1.75237,0.42172
-0.58487,1650,276.16333,1.02531,0.01624,0.40666,2.12184,476.61643,341.99512,1.85,1.74605,0.42152
-0.53522,1700,277.124,1.04389,0.01624,0.40665,2.12363,476.62103,341.9951,1.85,1.73972,0.42133
-0.55134,1750,277.325,1.04777,0.01624,0.40664,2.12543,476.62563,341.99509,1.85,1.7334,0.42114
-0.6035,1800,280.7775,1.11396,0.01623,0.40662,2.12722,476.63023,341.99507,1.85,1.72708,0.42094
-0.3627,1850,284.12455,1.17736,0.01623,0.40661,2.12901,476.63483,341.99506,1.85,1.72076,0.42075
-0.22152,1851,287.13,1.23365,0.01623,0.4066,2.1308,476.63943,341.99505,1.85,1.71444,0.42055
-0.25474,1852,287.43667,1.23936,0.01623,0.40658,2.13259,476.64403,341.99503,1.85,1.70812,0.42035
-0.22615,1853,287.74333,1.24507,0.01622,0.40657,2.13438,476.64863,341.99502,1.85,1.7018,0.42016
-0.27439,1854,288.05,1.25077,0.01622,0.40656,2.13617,476.65323,341.995,1.85,1.69548,0.41996
-0.22702,1855,285.57,1.20451,0.01622,0.40654,2.13796,476.65783,341.99499,1.85,1.68916,0.41975
-0.33323,1856,284.365,1.18188,0.01622,0.40653,2.13975,476.66243,341.99498,1.85,1.68284,0.41955
-0.38965,1857,283.16,1.15917,0.01621,0.40652,2.14154,476.66703,341.99496,1.85,1.67651,0.41935
-0.30085,1858,284.895,1.19185,0.01621,0.4065,2.14334,476.67163,341.99495,1.85,1.67019,0.41914
-0.18828,1859,286.63,1.22433,0.01621,0.40649,2.14513,476.67623,341.99493,1.85,1.66387,0.41894
-0.33228,1860,286.81,1.22769,0.01621,0.40648,2.14692,476.68083,341.99492,1.85,1.65755,0.41873
-0.34567,1861,286.99,1.23104,0.0162,0.40646,2.14871,476.68544,341.99491,1.85,1.65123,0.41852
-0.46054,1862,287.17,1.2344,0.0162,0.40645,2.1505,476.69004,341.99489,1.85,1.64491,0.41832
-0.22853,1863,285.35,1.20038,0.0162,0.40644,2.15229,476.69464,341.99488,1.85,1.63859,0.41811
-0.27852,1864,286.65,1.2247,0.0162,0.40642,2.15408,476.69924,341.99486,1.85,1.63227,0.41789
-0.21072,1865,286.11667,1.21474,0.01619,0.40641,2.15587,476.70384,341.99485,1.85,1.62595,0.41768
-0.21084,1866,285.58333,1.20476,0.01619,0.4064,2.15766,476.70844,341.99484,1.85,1.61963,0.41747
-0.17202,1867,285.05,1.19476,0.01619,0.40639,2.15945,476.71304,341.99482,1.85,1.6133,0.41725
-0.24155,1868,288.765,1.26403,0.01619,0.40637,2.16125,476.71764,341.99481,1.85,1.60698,0.41704
-0.17291,1869,287.9625,1.24914,0.01618,0.40636,2.16304,476.72224,341.99479,1.85,1.60066,0.41682
-0.27638,1870,287.16,1.23421,0.01618,0.40635,2.16483,476.72684,341.99478,1.85,1.59434,0.4166
-0.27926,1871,286.99333,1.23111,0.01618,0.40633,2.16662,476.73144,341.99477,1.85,1.58802,0.41638
-0.24448,1872,286.82667,1.228,0.01618,0.40632,2.16841,476.73604,341.99475,1.85,1.5817,0.41616
-0.21362,1873,286.66,1.22489,0.01617,0.40631,2.1702,476.74064,341.99474,1.85,1.57538,0.41594
-0.23849,1874,291.56,1.31557,0.01617,0.40629,2.17199,476.74524,341.99472,1.85,1.56906,0.41571
-0.27024,1875,290.81667,1.30191,0.01617,0.40628,2.17378,476.74984,341.99471,1.85,1.56274,0.41549
-0.31292,1876,290.07333,1.28822,0.01617,0.40627,2.17557,476.75445,341.9947,1.85,1.55642,0.41526
-0.01932,1877,289.33,1.27449,0.01616,0.40625,2.17736,476.75905,341.99468,1.85,1.5501,0.41503
0.05279,1878,288.81,1.26487,0.01616,0.40624,2.17916,476.76365,341.99467,1.85,1.54377,0.41481
-0.18208,1879,288.29,1.25522,0.01616,0.40623,2.18095,476.76825,341.99465,1.85,1.53745,0.41458
-0.29513,1880,287.77,1.24557,0.01616,0.40621,2.18274,476.77285,341.99464,1.85,1.53113,0.41434
-0.16981,1881,289.33333,1.27455,0.01615,0.4062,2.18453,476.77745,341.99463,1.85,1.52481,0.41411
-0.27917,1882,290.89667,1.30338,0.01615,0.40619,2.18632,476.78205,341.99461,1.85,1.51849,0.41388
-0.19436,1883,292.46,1.33206,0.01615,0.40617,2.18811,476.78665,341.9946,1.85,1.51217,0.41364
-0.43769,1884,289.495,1.27754,0.01615,0.40616,2.1899,476.79125,341.99458,1.85,1.50585,0.4134
-0.40772,1885,288.8075,1.26482,0.01614,0.40615,2.19169,476.79585,341.99457,1.85,1.49953,0.41316
-0.46852,1886,288.12,1.25207,0.01614,0.40613,2.19348,476.80045,341.99456,1.85,1.49321,0.41292
-0.4843,1887,294.34,1.36634,0.01614,0.40612,2.19527,476.80505,341.99454,1.85,1.48689,0.41268
-0.31306,1888,293.34,1.34813,0.01614,0.40611,2.19707,476.80965,341.99453,1.85,1.48056,0.41244
-0.14396,1889,292.34,1.32986,0.01613,0.4061,2.19886,476.81425,341.99451,1.85,1.47424,0.41219
-0.39713,1890,290.92,1.30381,0.01613,0.40608,2.20065,476.81885,341.9945,1.85,1.46792,0.41195
-0.31794,1891,293.045,1.34275,0.01613,0.40607,2.20244,476.82346,341.99449,1.85,1.4616,0.4117
-0.38127,1892,295.17,1.3814,0.01613,0.40606,2.20423,476.82806,341.99447,1.85,1.45528,0.41145
-0.29396,1893,295.09,1.37995,0.01612,0.40604,2.20602,476.83266,341.99446,1.85,1.44896,0.4112
-0.34243,1894,293.49,1.35086,0.01612,0.40603,2.20781,476.83726,341.99444,1.85,1.44264,0.41095
-0.25412,1895,294.025,1.36061,0.01612,0.40602,2.2096,476.84186,341.99443,1.85,1.43632,0.4107
-0.28006,1896,294.56,1.37033,0.01611,0.406,2.21139,476.84646,341.99442,1.85,1.43,0.41044
-0.16183,1897,295.095,1.38004,0.01611,0.40599,2.21318,476.85106,341.9944,1.85,1.42368,0.41018
-0.38719,1898,295.63,1.38973,0.01611,0.40598,2.21498,476.85566,341.99439,1.85,1.41735,0.40992
-0.20822,1899,296.165,1.39941,0.01611,0.40596,2.21677,476.86026,341.99437,1.85,1.41103,0.40966
-0.13829,1900,294.22,1.36415,0.0161,0.40595,2.21856,476.86486,341.99436,1.85,1.40471,0.4094
-0.17736,1901,294.915,1.37678,0.0161,0.40594,2.22035,476.86946,341.99435,1.85,1.39839,0.40914
-0.38761,1902,295.61,1.38937,0.0161,0.40592,2.22214,476.87406,341.99433,1.85,1.39207,0.40887
-0.37503,1903,295.8,1.39281,0.0161,0.40591,2.22393,476.87866,341.99432,1.85,1.38575,0.40861
-0.43028,1904,295.99,1.39624,0.01609,0.4059,2.22572,476.88326,341.9943,1.85,1.37943,0.40834
-0.30714,1905,299.02,1.45073,0.01609,0.40588,2.22751,476.88786,341.99429,1.85,1.37311,0.40807
-0.24118,1906,298.48,1.44106,0.01609,0.40587,2.2293,476.89247,341.99428,1.85,1.36679,0.4078
-0.3419,1907,299.48667,1.45907,0.01609,0.40586,2.23109,476.89707,341.99426,1.85,1.36047,0.40752
-0.42156,1908,300.49333,1.47703,0.01608,0.40584,2.23289,476.90167,341.99425,1.85,1.35415,0.40725
-0.4763,1909,301.5,1.49492,0.01608,0.40583,2.23468,476.90627,341.99423,1.85,1.34782,0.40697
-0.47449,1910,297.87,1.43012,0.01608,0.40582,2.23647,476.91087,341.99422,1.85,1.3415,0.40669
-0.37766,1911,298.36667,1.43903,0.01608,0.40581,2.23826,476.91547,341.99421,1.85,1.33518,0.40641
-0.44624,1912,299.83333,1.46526,0.01607,0.40579,2.24005,476.92007,341.99419,1.85,1.32886,0.40613
-0.3795,1913,301.3,1.49137,0.01607,0.40578,2.24184,476.92467,341.99418,1.85,1.32254,0.40585
-0.26552,1914,300.7,1.48071,0.01607,0.40577,2.24363,476.92927,341.99416,1.85,1.31622,0.40556
-0.20151,1915,301.31,1.49155,0.01607,0.40575,2.24542,476.93387,341.99415,1.85,1.3099,0.40527
-0.39258,1916,301.92,1.50237,0.01606,0.40574,2.24721,476.93847,341.99414,1.85,1.30358,0.40498
-0.5176,1917,302.885,1.51944,0.01606,0.40573,2.249,476.94307,341.99412,1.85,1.29726,0.40469
-0.41093,1918,303.85,1.53646,0.01606,0.40571,2.2508,476.94767,341.99411,1.85,1.29094,0.40439
-0.26954,1919,304.61,1.54982,0.01606,0.4057,2.25259,476.95227,341.99409,1.85,1.28461,0.4041
-0.20713,1920,301.88,1.50166,0.01605,0.40569,2.25438,476.95687,341.99408,1.85,1.27829,0.4038
-0.15169,1921,302.81667,1.51823,0.01605,0.40567,2.25617,476.96148,341.99407,1.85,1.27197,0.4035
-0.22898,1922,303.75333,1.53476,0.01605,0.40566,2.25796,476.96608,341.99405,1.85,1.26565,0.4032
-0.15782,1923,304.69,1.55123,0.01605,0.40565,2.25975,476.97068,341.99404,1.85,1.25933,0.4029
-0.24393,1924,304.7675,1.55259,0.01604,0.40563,2.26154,476.97528,341.99402,1.85,1.25301,0.40259
-0.18094,1925,304.845,1.55395,0.01604,0.40562,2.26333,476.97988,341.99401,1.85,1.24669,0.40228
-0.09146,1926,305.51167,1.56564,0.01604,0.40561,2.26512,476.98448,341.994,1.85,1.24037,0.40197
-0.15878,1927,306.17833,1.5773,0.01604,0.40559,2.26691,476.98908,341.99398,1.85,1.23405,0.40166
-0.12836,1928,306.845,1.58893,0.01603,0.40558,2.26871,476.99368,341.99397,1.85,1.22773,0.40134
-0.27926,1929,305.62333,1.56759,0.01603,0.40557,2.2705,476.99828,341.99395,1.85,1.2214,0.40103
-0.07356,1930,305.68167,1.56861,0.01603,0.40555,2.27229,477.00288,341.99394,1.85,1.21508,0.40071
-0.03138,1931,305.74,1.56963,0.01603,0.40554,2.27408,477.00748,341.99393,1.85,1.20876,0.40039
-0.05703,1932,308.26,1.61355,0.01602,0.40553,2.27587,477.01208,341.99391,1.85,1.20244,0.40006
-0.21115,1933,307.11,1.59355,0.01602,0.40552,2.27766,477.01668,341.9939,1.85,1.19612,0.39974
-0.06243,1934,308.355,1.6152,0.01602,0.4055,2.27945,477.02128,341.99388,1.85,1.1898,0.39941
-0.15625,1935,306.32,1.57977,0.01602,0.40549,2.28124,477.02588,341.99387,1.85,1.18348,0.39908
-0.11634,1936,308.3,1.61424,0.01601,0.40548,2.28303,477.03049,341.99386,1.85,1.17716,0.39875
0.1303,1937,307.41,1.59878,0.01601,0.40546,2.28482,477.03509,341.99384,1.85,1.17084,0.39841
0.18596,1938,311.0675,1.66205,0.01601,0.40545,2.28662,477.03969,341.99383,1.85,1.16452,0.39808
0.05346,1939,310.835,1.65805,0.01601,0.40544,2.28841,477.04429,341.99381,1.85,1.1582,0.39774
0.14565,1940,310.375,1.65013,0.016,0.40542,2.2902,477.04889,341.9938,1.85,1.15187,0.3974
-0.02962,1941,309.77,1.63969,0.016,0.40541,2.29199,477.05349,341.99379,1.85,1.14555,0.39705
0.0663,1942,312.37,1.68441,0.016,0.4054,2.29378,477.05809,341.99377,1.85,1.13923,0.3967
0.18281,1943,312.365,1.68432,0.016,0.40538,2.29557,477.06269,341.99376,1.85,1.13291,0.39635
0.2175,1944,312.36,1.68424,0.01599,0.40537,2.29736,477.06729,341.99374,1.85,1.12659,0.396
0.10777,1945,310.9375,1.65982,0.01599,0.40536,2.29915,477.07189,341.99373,1.85,1.12027,0.39565
-0.07964,1946,312.265,1.68261,0.01599,0.40534,2.30094,477.07649,341.99372,1.85,1.11395,0.39529
0.169,1947,311.615,1.67146,0.01599,0.40533,2.30273,477.08109,341.9937,1.85,1.10763,0.39493
-0.19759,1948,311.57,1.67069,0.01598,0.40532,2.30453,477.08569,341.99369,1.85,1.10131,0.39457
-0.08623,1949,309.69,1.63831,0.01598,0.4053,2.30632,477.09029,341.99367,1.85,1.09499,0.3942
-0.14022,1950,312.83,1.69228,0.01598,0.40529,2.30811,477.09489,341.99366,1.85,1.08866,0.39383
0.01148,1951,312.505,1.68672,0.01597,0.40528,2.3099,477.0995,341.99365,1.85,1.08234,0.39346
0.10875,1952,312.18,1.68115,0.01597,0.40526,2.31169,477.1041,341.99363,1.85,1.07602,0.39309
0.26916,1953,312.455,1.68586,0.01597,0.40525,2.31348,477.1087,341.99362,1.85,1.0697,0.39271
0.04755,1954,312.73,1.69057,0.01597,0.40524,2.31527,477.1133,341.99361,1.85,1.06338,0.39233
-0.00453,1955,314.71,1.72434,0.01596,0.40522,2.31706,477.1179,341.99359,1.85,1.05706,0.39195
-0.10365,1956,315.34,1.73504,0.01596,0.40521,2.31885,477.1225,341.99358,1.85,1.05074,0.39157
