year_bin,anomaly,co2_ppm,co2_radiative_forcing,eccentricity,obliquity,perihelion,insolation,global_insolation,be_ppm,VADM,solar_modulation,delta_anomaly,delta_co2_ppm,delta_co2_radiative_forcing,delta_eccentricity,delta_obliquity,delta_perihelion,delta_insolation,delta_global_insolation,delta_be_ppm,delta_VADM,delta_solar_modulation,perihelion_lagged_20,perihelion_lagged_50,eccentricity_lagged_20,eccentricity_lagged_50,obliquity_lagged_20,obliquity_lagged_50,insolation_lagged_20,insolation_lagged_50,co2_ppm_squared,co2_radiative_forcing_squared,eccentricity_squared,obliquity_squared,perihelion_squared,insolation_squared,global_insolation_squared,be_ppm_squared,VADM_squared,solar_modulation_squared,delta_anomaly_squared,delta_co2_ppm_squared,delta_co2_radiative_forcing_squared,delta_eccentricity_squared,delta_obliquity_squared,delta_perihelion_squared,delta_insolation_squared,delta_global_insolation_squared,delta_be_ppm_squared,delta_VADM_squared,delta_solar_modulation_squared
754000,,NaN,NaN,0.563,-0.732,-1.503,-1.253,0.32,NaN,NaN,NaN,,NaN,NaN,-0.922,0.562,-1.697,-1.355,-2.051,NaN,NaN,NaN,-1.087,1.014,1.172,0.888,-0.558,0.775,-1.975,2.015,NaN,NaN,0.317,0.535,2.26,1.57,0.103,NaN,NaN,NaN,,NaN,NaN,0.85,0.316,2.88,1.835,4.206,NaN,NaN,NaN
756000,,NaN,NaN,0.4,-0.5,-1.124,-1.515,0.148,NaN,NaN,NaN,,NaN,NaN,-1.802,0.75,0.415,-0.506,-2.003,NaN,NaN,NaN,-0.73,1.355,1.253,0.685,-0.558,0.544,-1.922,1.47,NaN,NaN,0.16,0.25,1.263,2.296,0.022,NaN,NaN,NaN,,NaN,NaN,3.247,0.563,0.172,0.256,4.013,NaN,NaN,NaN
758000,,NaN,NaN,0.238,-0.21,-0.743,-1.261,-0.025,NaN,NaN,NaN,,NaN,NaN,-1.802,0.938,0.416,0.48,-2.003,NaN,NaN,NaN,-0.373,1.693,1.335,0.482,-0.558,0.196,-1.283,0.615,NaN,NaN,0.057,0.044,0.552,1.59,0.001,NaN,NaN,NaN,,NaN,NaN,3.247,0.88,0.173,0.23,4.013,NaN,NaN,NaN
760000,,NaN,NaN,-0.006,0.08,-0.363,-0.603,-0.194,NaN,NaN,NaN,,NaN,NaN,-2.682,0.938,0.416,1.252,-1.956,NaN,NaN,NaN,-0.014,-1.825,1.375,0.319,-0.384,-0.094,-0.228,-0.265,NaN,NaN,0.0,0.006,0.132,0.363,0.038,NaN,NaN,NaN,,NaN,NaN,7.195,0.88,0.173,1.566,3.825,NaN,NaN,NaN
762000,,NaN,NaN,-0.168,0.428,0.02,0.211,-0.358,NaN,NaN,NaN,,NaN,NaN,-1.802,1.126,0.419,1.549,-1.908,NaN,NaN,NaN,0.344,-1.496,1.416,0.076,-0.268,-0.384,0.922,-0.937,NaN,NaN,0.028,0.183,0.0,0.045,0.128,NaN,NaN,NaN,,NaN,NaN,3.247,1.268,0.175,2.398,3.641,NaN,NaN,NaN
764000,,NaN,NaN,-0.331,0.659,0.405,0.887,-0.505,NaN,NaN,NaN,,NaN,NaN,-1.802,0.75,0.421,1.285,-1.718,NaN,NaN,NaN,0.703,-1.172,1.416,-0.087,-0.036,-0.616,1.787,-1.286,NaN,NaN,0.109,0.435,0.164,0.787,0.255,NaN,NaN,NaN,,NaN,NaN,3.247,0.563,0.177,1.651,2.951,NaN,NaN,NaN
766000,,NaN,NaN,-0.534,0.891,0.794,1.212,-0.64,NaN,NaN,NaN,,NaN,NaN,-2.242,0.75,0.425,0.615,-1.575,NaN,NaN,NaN,1.061,-0.858,1.497,-0.249,0.196,-0.732,2.059,-1.309,NaN,NaN,0.285,0.794,0.63,1.468,0.41,NaN,NaN,NaN,,NaN,NaN,5.027,0.563,0.181,0.378,2.482,NaN,NaN,NaN
768000,,NaN,NaN,-0.737,0.949,1.19,1.135,-0.762,NaN,NaN,NaN,,NaN,NaN,-2.242,0.187,0.433,-0.152,-1.433,NaN,NaN,NaN,1.419,-0.555,1.497,-0.412,0.428,-0.847,1.647,-1.086,NaN,NaN,0.543,0.901,1.416,1.289,0.581,NaN,NaN,NaN,,NaN,NaN,5.027,0.035,0.188,0.023,2.053,NaN,NaN,NaN
770000,,NaN,NaN,-0.899,0.949,1.596,0.768,-0.863,NaN,NaN,NaN,,NaN,NaN,-1.802,-0.001,0.444,-0.707,-1.195,NaN,NaN,NaN,1.778,-0.265,1.497,-0.574,0.601,-0.847,0.72,-0.733,NaN,NaN,0.809,0.901,2.547,0.589,0.746,NaN,NaN,NaN,,NaN,NaN,3.247,0.0,0.197,0.501,1.428,NaN,NaN,NaN
772000,,NaN,NaN,-1.062,0.891,0.091,0.318,-0.948,NaN,NaN,NaN,,NaN,NaN,-1.802,-0.189,-1.651,-0.864,-1.005,NaN,NaN,NaN,-1.718,0.01,1.497,-0.656,0.659,-0.789,-0.38,-0.351,NaN,NaN,1.127,0.794,0.008,0.101,0.898,NaN,NaN,NaN,,NaN,NaN,3.247,0.036,2.726,0.747,1.009,NaN,NaN,NaN
774000,,NaN,NaN,-1.224,0.775,-1.391,-0.015,-1.015,NaN,NaN,NaN,,NaN,NaN,-1.802,-0.377,-1.625,-0.64,-0.815,NaN,NaN,NaN,-1.359,0.273,1.457,-0.737,0.601,-0.674,-1.272,0.001,NaN,NaN,1.499,0.601,1.936,0.0,1.03,NaN,NaN,NaN,,NaN,NaN,3.247,0.142,2.642,0.41,0.663,NaN,NaN,NaN
776000,,NaN,NaN,-1.387,0.544,-0.909,-0.129,-1.066,NaN,NaN,NaN,,NaN,NaN,-1.802,-0.753,0.528,-0.223,-0.624,NaN,NaN,NaN,-0.998,0.53,1.416,-0.777,0.544,-0.5,-1.672,0.293,NaN,NaN,1.923,0.295,0.826,0.017,1.136,NaN,NaN,NaN,,NaN,NaN,3.247,0.566,0.279,0.05,0.39,NaN,NaN,NaN
778000,,NaN,NaN,-1.508,0.312,-0.369,-0.048,-1.095,NaN,NaN,NaN,,NaN,NaN,-1.362,-0.753,0.59,0.148,-0.387,NaN,NaN,NaN,-0.636,0.786,1.375,-0.777,0.312,-0.384,-1.472,0.511,NaN,NaN,2.276,0.097,0.136,0.002,1.199,NaN,NaN,NaN,,NaN,NaN,1.855,0.566,0.348,0.022,0.149,NaN,NaN,NaN
780000,,NaN,NaN,-1.59,0.08,0.227,0.103,-1.108,NaN,NaN,NaN,,NaN,NaN,-0.922,-0.753,0.653,0.284,-0.196,NaN,NaN,NaN,-0.271,1.049,1.335,-0.696,0.08,-0.21,-0.769,0.633,NaN,NaN,2.527,0.006,0.052,0.011,1.227,NaN,NaN,NaN,,NaN,NaN,0.85,0.566,0.427,0.081,0.039,NaN,NaN,NaN
782000,,NaN,NaN,-1.549,-0.268,0.836,0.165,-1.099,NaN,NaN,NaN,,NaN,NaN,0.399,-1.128,0.666,0.112,0.041,NaN,NaN,NaN,0.096,1.322,1.253,-0.656,-0.268,-0.036,0.171,0.619,NaN,NaN,2.4,0.072,0.698,0.027,1.209,NaN,NaN,NaN,,NaN,NaN,0.159,1.273,0.443,0.013,0.002,NaN,NaN,NaN
784000,,NaN,NaN,-1.468,-0.5,1.392,0.028,-1.078,NaN,NaN,NaN,,NaN,NaN,0.839,-0.753,0.609,-0.267,0.184,NaN,NaN,NaN,0.467,1.608,1.132,-0.534,-0.5,0.08,0.979,0.437,NaN,NaN,2.155,0.25,1.938,0.001,1.163,NaN,NaN,NaN,,NaN,NaN,0.704,0.566,0.371,0.071,0.034,NaN,NaN,NaN
786000,,NaN,NaN,-1.346,-0.674,-0.036,-0.299,-1.045,NaN,NaN,NaN,,NaN,NaN,1.279,-0.565,-1.567,-0.629,0.327,NaN,NaN,NaN,0.84,-0.021,1.05,-0.412,-0.732,0.196,1.326,0.099,NaN,NaN,1.812,0.454,0.001,0.089,1.091,NaN,NaN,NaN,,NaN,NaN,1.636,0.319,2.454,0.396,0.107,NaN,NaN,NaN
788000,,NaN,NaN,-1.224,-0.847,-1.509,-0.695,-0.998,NaN,NaN,NaN,,NaN,NaN,1.279,-0.565,-1.616,-0.762,0.469,NaN,NaN,NaN,1.215,-1.641,0.969,-0.29,-0.905,0.312,1.076,-0.329,NaN,NaN,1.499,0.718,2.277,0.483,0.996,NaN,NaN,NaN,,NaN,NaN,1.636,0.319,2.61,0.581,0.22,NaN,NaN,NaN
790000,,NaN,NaN,-1.062,-0.963,-1.077,-0.987,-0.939,NaN,NaN,NaN,,NaN,NaN,1.719,-0.377,0.472,-0.563,0.612,NaN,NaN,NaN,1.592,-1.325,0.807,-0.168,-1.021,0.37,0.349,-0.725,NaN,NaN,1.127,0.928,1.161,0.974,0.882,NaN,NaN,NaN,,NaN,NaN,2.955,0.142,0.223,0.317,0.375,NaN,NaN,NaN
792000,,NaN,NaN,-0.899,-1.021,-0.663,-1.026,-0.876,NaN,NaN,NaN,,NaN,NaN,1.719,-0.189,0.454,-0.081,0.66,NaN,NaN,NaN,0.044,-1.003,0.644,-0.006,-0.905,0.428,-0.546,-0.944,NaN,NaN,0.809,1.043,0.439,1.053,0.767,NaN,NaN,NaN,,NaN,NaN,2.955,0.036,0.206,0.007,0.435,NaN,NaN,NaN
794000,,NaN,NaN,-0.818,-1.021,-0.257,-0.769,-0.809,NaN,NaN,NaN,,NaN,NaN,0.839,-0.001,0.443,0.486,0.707,NaN,NaN,NaN,-1.503,-0.676,0.563,0.076,-0.732,0.486,-1.253,-0.873,NaN,NaN,0.669,1.043,0.066,0.592,0.654,NaN,NaN,NaN,,NaN,NaN,0.704,0.0,0.197,0.236,0.5,NaN,NaN,NaN
796000,,NaN,NaN,-0.656,-1.021,0.14,-0.297,-0.733,NaN,NaN,NaN,,NaN,NaN,1.719,-0.001,0.434,0.895,0.802,NaN,NaN,NaN,-1.124,-0.345,0.4,0.238,-0.5,0.486,-1.515,-0.481,NaN,NaN,0.43,1.043,0.02,0.088,0.537,NaN,NaN,NaN,,NaN,NaN,2.955,0.0,0.189,0.801,0.644,NaN,NaN,NaN
798000,,NaN,NaN,-0.574,-0.905,0.532,0.21,-0.661,NaN,NaN,NaN,,NaN,NaN,0.839,0.375,0.428,0.964,0.755,NaN,NaN,NaN,-0.743,-0.011,0.238,0.36,-0.21,0.428,-1.261,0.163,NaN,NaN,0.33,0.82,0.283,0.044,0.437,NaN,NaN,NaN,,NaN,NaN,0.704,0.14,0.183,0.929,0.569,NaN,NaN,NaN
800000,,NaN,NaN,-0.452,-0.732,0.92,0.547,-0.59,NaN,NaN,NaN,,NaN,NaN,1.279,0.562,0.425,0.637,0.755,NaN,NaN,NaN,-0.363,0.328,-0.006,0.482,0.08,0.37,-0.603,0.882,NaN,NaN,0.205,0.535,0.847,0.299,0.348,NaN,NaN,NaN,,NaN,NaN,1.636,0.316,0.181,0.406,0.569,NaN,NaN,NaN
802000,,NaN,NaN,-0.371,-0.5,1.303,0.575,-0.518,NaN,NaN,NaN,,NaN,NaN,0.839,0.75,0.419,0.047,0.755,NaN,NaN,NaN,0.02,0.668,-0.168,0.604,0.428,0.254,0.211,1.431,NaN,NaN,0.138,0.25,1.698,0.33,0.268,NaN,NaN,NaN,,NaN,NaN,0.704,0.563,0.175,0.002,0.569,NaN,NaN,NaN
804000,,NaN,NaN,-0.29,-0.152,1.683,0.295,-0.451,NaN,NaN,NaN,,NaN,NaN,0.839,1.126,0.415,-0.54,0.707,NaN,NaN,NaN,0.405,1.012,-0.331,0.725,0.659,0.08,0.887,1.588,NaN,NaN,0.084,0.023,2.831,0.087,0.203,NaN,NaN,NaN,,NaN,NaN,0.704,1.268,0.172,0.292,0.5,NaN,NaN,NaN
806000,,NaN,NaN,-0.209,0.196,-1.796,-0.153,-0.392,NaN,NaN,NaN,,NaN,NaN,0.839,1.126,-3.814,-0.86,0.612,NaN,NaN,NaN,0.794,1.358,-0.534,0.807,0.891,-0.036,1.212,1.243,NaN,NaN,0.044,0.038,3.226,0.023,0.153,NaN,NaN,NaN,,NaN,NaN,0.704,1.268,14.549,0.739,0.375,NaN,NaN,NaN
808000,,NaN,NaN,-0.128,0.544,-1.424,-0.554,-0.333,NaN,NaN,NaN,,NaN,NaN,0.839,1.126,0.407,-0.771,0.612,NaN,NaN,NaN,1.19,1.707,-0.737,0.928,0.949,-0.268,1.135,0.453,NaN,NaN,0.016,0.295,2.028,0.307,0.111,NaN,NaN,NaN,,NaN,NaN,0.704,1.268,0.165,0.594,0.375,NaN,NaN,NaN
810000,,NaN,NaN,-0.087,0.891,-1.055,-0.708,-0.291,NaN,NaN,NaN,,NaN,NaN,0.399,1.126,0.403,-0.301,0.422,NaN,NaN,NaN,1.596,-1.795,-0.899,1.01,0.949,-0.384,0.768,-0.553,NaN,NaN,0.008,0.794,1.113,0.502,0.084,NaN,NaN,NaN,,NaN,NaN,0.159,1.268,0.163,0.091,0.178,NaN,NaN,NaN
812000,,NaN,NaN,-0.046,1.123,-0.689,-0.51,-0.253,NaN,NaN,NaN,,NaN,NaN,0.399,0.75,0.401,0.373,0.374,NaN,NaN,NaN,0.091,-1.442,-1.062,1.091,0.891,-0.5,0.318,-1.458,NaN,NaN,0.002,1.261,0.474,0.26,0.064,NaN,NaN,NaN,,NaN,NaN,0.159,0.563,0.161,0.139,0.14,NaN,NaN,NaN
814000,,NaN,NaN,-0.006,1.355,-0.323,0.014,-0.227,NaN,NaN,NaN,,NaN,NaN,0.399,0.75,0.4,0.996,0.232,NaN,NaN,NaN,-1.391,-1.087,-1.224,1.172,0.775,-0.558,-0.015,-1.975,NaN,NaN,0.0,1.836,0.104,0.0,0.052,NaN,NaN,NaN,,NaN,NaN,0.159,0.563,0.16,0.991,0.054,NaN,NaN,NaN
816000,,NaN,NaN,0.035,1.413,0.041,0.711,-0.206,NaN,NaN,NaN,,NaN,NaN,0.399,0.187,0.398,1.324,0.184,NaN,NaN,NaN,-0.909,-0.73,-1.387,1.253,0.544,-0.558,-0.129,-1.922,NaN,NaN,0.001,1.996,0.002,0.505,0.043,NaN,NaN,NaN,,NaN,NaN,0.159,0.035,0.158,1.753,0.034,NaN,NaN,NaN
818000,,NaN,NaN,0.035,1.355,0.406,1.34,-0.198,NaN,NaN,NaN,,NaN,NaN,-0.041,-0.189,0.399,1.196,0.041,NaN,NaN,NaN,-0.369,-0.373,-1.508,1.335,0.312,-0.558,-0.048,-1.283,NaN,NaN,0.001,1.836,0.164,1.796,0.039,NaN,NaN,NaN,,NaN,NaN,0.002,0.036,0.159,1.431,0.002,NaN,NaN,NaN
820000,,NaN,NaN,0.035,1.181,0.77,1.659,-0.194,NaN,NaN,NaN,,NaN,NaN,-0.041,-0.565,0.398,0.604,-0.006,NaN,NaN,NaN,0.227,-0.014,-1.59,1.375,0.08,-0.384,0.103,-0.228,NaN,NaN,0.001,1.395,0.592,2.752,0.038,NaN,NaN,NaN,,NaN,NaN,0.002,0.319,0.158,0.364,0.0,NaN,NaN,NaN
822000,,NaN,NaN,0.035,0.891,1.134,1.521,-0.198,NaN,NaN,NaN,,NaN,NaN,-0.041,-0.94,0.399,-0.269,-0.101,NaN,NaN,NaN,0.836,0.344,-1.549,1.416,-0.268,-0.268,0.165,0.922,NaN,NaN,0.001,0.794,1.287,2.313,0.039,NaN,NaN,NaN,,NaN,NaN,0.002,0.885,0.159,0.073,0.01,NaN,NaN,NaN
824000,,NaN,NaN,0.035,0.486,1.501,0.938,-0.211,NaN,NaN,NaN,,NaN,NaN,-0.041,-1.316,0.401,-1.118,-0.196,NaN,NaN,NaN,1.392,0.703,-1.468,1.416,-0.5,-0.036,0.028,1.787,NaN,NaN,0.001,0.236,2.252,0.88,0.044,NaN,NaN,NaN,,NaN,NaN,0.002,1.732,0.161,1.249,0.039,NaN,NaN,NaN
826000,,NaN,NaN,-0.046,0.022,-0.058,0.083,-0.232,NaN,NaN,NaN,,NaN,NaN,-0.922,-1.504,-1.709,-1.639,-0.291,NaN,NaN,NaN,-0.036,1.061,-1.346,1.497,-0.674,0.196,-0.299,2.059,NaN,NaN,0.002,0.0,0.003,0.007,0.054,NaN,NaN,NaN,,NaN,NaN,0.85,2.262,2.921,2.685,0.085,NaN,NaN,NaN
828000,,NaN,NaN,-0.046,-0.5,-1.612,-0.781,-0.261,NaN,NaN,NaN,,NaN,NaN,-0.041,-1.692,-1.705,-1.655,-0.387,NaN,NaN,NaN,-1.509,1.419,-1.224,1.497,-0.847,0.428,-0.695,1.647,NaN,NaN,0.002,0.25,2.599,0.61,0.068,NaN,NaN,NaN,,NaN,NaN,0.002,2.863,2.907,2.741,0.149,NaN,NaN,NaN
830000,,NaN,NaN,-0.087,-0.963,-1.237,-1.4,-0.299,NaN,NaN,NaN,,NaN,NaN,-0.482,-1.504,0.41,-1.188,-0.482,NaN,NaN,NaN,-1.077,1.778,-1.062,1.497,-0.963,0.601,-0.987,0.72,NaN,NaN,0.008,0.928,1.531,1.961,0.089,NaN,NaN,NaN,,NaN,NaN,0.232,2.262,0.168,1.411,0.232,NaN,NaN,NaN
832000,,NaN,NaN,-0.128,-1.311,-0.859,-1.616,-0.35,NaN,NaN,NaN,,NaN,NaN,-0.482,-1.128,0.414,-0.418,-0.624,NaN,NaN,NaN,-0.663,-1.718,-0.899,1.497,-1.021,0.659,-1.026,-0.38,NaN,NaN,0.016,1.719,0.738,2.612,0.122,NaN,NaN,NaN,,NaN,NaN,0.232,1.273,0.171,0.174,0.39,NaN,NaN,NaN
834000,,NaN,NaN,-0.209,-1.543,-0.476,-1.408,-0.396,NaN,NaN,NaN,,NaN,NaN,-0.922,-0.753,0.419,0.393,-0.577,NaN,NaN,NaN,-0.257,-1.359,-0.818,1.457,-1.021,0.601,-0.769,-1.272,NaN,NaN,0.044,2.381,0.227,1.981,0.157,NaN,NaN,NaN,,NaN,NaN,0.85,0.566,0.175,0.154,0.333,NaN,NaN,NaN
836000,,NaN,NaN,-0.29,-1.601,-0.092,-0.892,-0.451,NaN,NaN,NaN,,NaN,NaN,-0.922,-0.189,0.421,0.978,-0.672,NaN,NaN,NaN,0.14,-0.998,-0.656,1.416,-1.021,0.544,-0.297,-1.672,NaN,NaN,0.084,2.563,0.008,0.796,0.203,NaN,NaN,NaN,,NaN,NaN,0.85,0.036,0.177,0.957,0.451,NaN,NaN,NaN
838000,,NaN,NaN,-0.331,-1.543,0.296,-0.283,-0.51,NaN,NaN,NaN,,NaN,NaN,-0.482,0.187,0.424,1.159,-0.719,NaN,NaN,NaN,0.532,-0.636,-0.574,1.375,-0.905,0.312,0.21,-1.472,NaN,NaN,0.109,2.381,0.088,0.08,0.26,NaN,NaN,NaN,,NaN,NaN,0.232,0.035,0.18,1.343,0.518,NaN,NaN,NaN
840000,,NaN,NaN,-0.412,-1.311,0.686,0.196,-0.564,NaN,NaN,NaN,,NaN,NaN,-0.922,0.75,0.426,0.908,-0.672,NaN,NaN,NaN,0.92,-0.271,-0.452,1.335,-0.732,0.08,0.547,-0.769,NaN,NaN,0.17,1.719,0.47,0.038,0.318,NaN,NaN,NaN,,NaN,NaN,0.85,0.563,0.181,0.825,0.451,NaN,NaN,NaN
842000,,NaN,NaN,-0.493,-0.905,1.076,0.396,-0.628,NaN,NaN,NaN,,NaN,NaN,-0.922,1.314,0.427,0.377,-0.767,NaN,NaN,NaN,1.303,0.096,-0.371,1.253,-0.5,-0.268,0.575,0.171,NaN,NaN,0.243,0.82,1.158,0.157,0.394,NaN,NaN,NaN,,NaN,NaN,0.85,1.726,0.183,0.142,0.588,NaN,NaN,NaN
844000,,NaN,NaN,-0.615,-0.442,1.47,0.307,-0.687,NaN,NaN,NaN,,NaN,NaN,-1.362,1.502,0.43,-0.176,-0.719,NaN,NaN,NaN,1.683,0.467,-0.29,1.132,-0.152,-0.5,0.295,0.979,NaN,NaN,0.378,0.195,2.16,0.094,0.471,NaN,NaN,NaN,,NaN,NaN,1.855,2.255,0.185,0.031,0.518,NaN,NaN,NaN
846000,,NaN,NaN,-0.696,0.022,-0.062,0.046,-0.745,NaN,NaN,NaN,,NaN,NaN,-0.922,1.502,-1.68,-0.503,-0.719,NaN,NaN,NaN,-1.796,0.84,-0.209,1.05,0.196,-0.732,-0.153,1.326,NaN,NaN,0.485,0.0,0.004,0.002,0.556,NaN,NaN,NaN,,NaN,NaN,0.85,2.255,2.822,0.253,0.518,NaN,NaN,NaN
848000,,NaN,NaN,-0.818,0.37,-1.587,-0.204,-0.8,NaN,NaN,NaN,,NaN,NaN,-1.362,1.126,-1.673,-0.483,-0.672,NaN,NaN,NaN,-1.424,1.215,-0.128,0.969,0.544,-0.905,-0.554,1.076,NaN,NaN,0.669,0.137,2.52,0.041,0.64,NaN,NaN,NaN,,NaN,NaN,1.855,1.268,2.799,0.233,0.451,NaN,NaN,NaN
850000,,NaN,NaN,-0.899,0.775,-1.179,-0.284,-0.855,NaN,NaN,NaN,,NaN,NaN,-0.922,1.314,0.446,-0.159,-0.672,NaN,NaN,NaN,-1.055,1.592,-0.087,0.807,0.891,-1.021,-0.708,0.349,NaN,NaN,0.809,0.601,1.39,0.081,0.731,NaN,NaN,NaN,,NaN,NaN,0.85,1.726,0.199,0.025,0.451,NaN,NaN,NaN
852000,,NaN,NaN,-0.98,1.007,-0.758,-0.125,-0.901,NaN,NaN,NaN,,NaN,NaN,-0.922,0.75,0.46,0.299,-0.577,NaN,NaN,NaN,-0.689,0.044,-0.046,0.644,1.123,-0.905,-0.51,-0.546,NaN,NaN,0.961,1.014,0.575,0.016,0.812,NaN,NaN,NaN,,NaN,NaN,0.85,0.563,0.212,0.089,0.333,NaN,NaN,NaN
854000,,NaN,NaN,-1.062,1.181,-0.322,0.226,-0.943,NaN,NaN,NaN,,NaN,NaN,-0.922,0.562,0.477,0.665,-0.529,NaN,NaN,NaN,-0.323,-1.503,-0.006,0.563,1.355,-0.732,0.014,-1.253,NaN,NaN,1.127,1.395,0.104,0.051,0.89,NaN,NaN,NaN,,NaN,NaN,0.85,0.316,0.228,0.442,0.28,NaN,NaN,NaN
856000,,NaN,NaN,-1.143,1.181,0.131,0.62,-0.973,NaN,NaN,NaN,,NaN,NaN,-0.922,-0.001,0.496,0.747,-0.387,NaN,NaN,NaN,0.041,-1.124,0.035,0.4,1.413,-0.5,0.711,-1.515,NaN,NaN,1.306,1.395,0.017,0.385,0.947,NaN,NaN,NaN,,NaN,NaN,0.85,0.0,0.246,0.558,0.149,NaN,NaN,NaN
858000,,NaN,NaN,-1.184,1.065,0.602,0.872,-0.99,NaN,NaN,NaN,,NaN,NaN,-0.482,-0.377,0.515,0.476,-0.244,NaN,NaN,NaN,0.406,-0.743,0.035,0.238,1.355,-0.21,1.34,-1.261,NaN,NaN,1.401,1.134,0.363,0.761,0.98,NaN,NaN,NaN,,NaN,NaN,0.232,0.142,0.266,0.226,0.059,NaN,NaN,NaN
860000,,NaN,NaN,-1.184,0.891,1.085,0.843,-1.002,NaN,NaN,NaN,,NaN,NaN,-0.041,-0.565,0.528,-0.061,-0.196,NaN,NaN,NaN,0.77,-0.363,0.035,-0.006,1.181,0.08,1.659,-0.603,NaN,NaN,1.401,0.794,1.177,0.711,1.005,NaN,NaN,NaN,,NaN,NaN,0.002,0.319,0.279,0.004,0.039,NaN,NaN,NaN
862000,,NaN,NaN,-1.184,0.601,1.576,0.514,-0.994,NaN,NaN,NaN,,NaN,NaN,-0.041,-0.94,0.537,-0.635,0.041,NaN,NaN,NaN,1.134,0.02,0.035,-0.168,0.891,0.428,1.521,0.211,NaN,NaN,1.401,0.362,2.482,0.264,0.988,NaN,NaN,NaN,,NaN,NaN,0.002,0.885,0.288,0.403,0.002,NaN,NaN,NaN
864000,,NaN,NaN,-1.143,0.312,-1.794,0.004,-0.973,NaN,NaN,NaN,,NaN,NaN,0.399,-0.94,-3.695,-0.979,0.184,NaN,NaN,NaN,1.501,0.405,0.035,-0.331,0.486,0.659,0.938,0.887,NaN,NaN,1.306,0.097,3.219,0.0,0.947,NaN,NaN,NaN,,NaN,NaN,0.159,0.885,13.65,0.958,0.034,NaN,NaN,NaN
866000,,NaN,NaN,-1.062,-0.036,-1.319,-0.478,-0.939,NaN,NaN,NaN,,NaN,NaN,0.839,-1.128,0.52,-0.926,0.327,NaN,NaN,NaN,-0.058,0.794,-0.046,-0.534,0.022,0.891,0.083,1.212,NaN,NaN,1.127,0.001,1.739,0.229,0.882,NaN,NaN,NaN,,NaN,NaN,0.704,1.273,0.27,0.858,0.107,NaN,NaN,NaN
868000,,NaN,NaN,-0.98,-0.268,-0.86,-0.733,-0.889,NaN,NaN,NaN,,NaN,NaN,0.839,-0.753,0.502,-0.491,0.517,NaN,NaN,NaN,-1.612,1.19,-0.046,-0.737,-0.5,0.949,-0.781,1.135,NaN,NaN,0.961,0.072,0.739,0.537,0.79,NaN,NaN,NaN,,NaN,NaN,0.704,0.566,0.252,0.241,0.267,NaN,NaN,NaN
870000,,NaN,NaN,-0.818,-0.5,-0.415,-0.653,-0.821,NaN,NaN,NaN,,NaN,NaN,1.719,-0.753,0.487,0.146,0.707,NaN,NaN,NaN,-1.237,1.596,-0.087,-0.899,-0.963,0.949,-1.4,0.768,NaN,NaN,0.669,0.25,0.172,0.427,0.675,NaN,NaN,NaN,,NaN,NaN,2.955,0.566,0.237,0.021,0.5,NaN,NaN,NaN
872000,,NaN,NaN,-0.656,-0.674,0.018,-0.279,-0.733,NaN,NaN,NaN,,NaN,NaN,1.719,-0.565,0.473,0.708,0.945,NaN,NaN,NaN,-0.859,0.091,-0.128,-1.062,-1.311,0.891,-1.616,0.318,NaN,NaN,0.43,0.454,0.0,0.078,0.537,NaN,NaN,NaN,,NaN,NaN,2.955,0.319,0.224,0.502,0.893,NaN,NaN,NaN
874000,,NaN,NaN,-0.493,-0.789,0.438,0.208,-0.636,NaN,NaN,NaN,,NaN,NaN,1.719,-0.377,0.459,0.924,1.04,NaN,NaN,NaN,-0.476,-1.391,-0.209,-1.224,-1.543,0.775,-1.408,-0.015,NaN,NaN,0.243,0.623,0.192,0.043,0.404,NaN,NaN,NaN,,NaN,NaN,2.955,0.142,0.211,0.854,1.081,NaN,NaN,NaN
876000,,NaN,NaN,-0.331,-0.789,0.849,0.557,-0.518,NaN,NaN,NaN,,NaN,NaN,1.719,-0.001,0.45,0.661,1.278,NaN,NaN,NaN,-0.092,-0.909,-0.29,-1.387,-1.601,0.544,-0.892,-0.129,NaN,NaN,0.109,0.623,0.721,0.31,0.268,NaN,NaN,NaN,,NaN,NaN,2.955,0.0,0.202,0.437,1.633,NaN,NaN,NaN
878000,,NaN,NaN,-0.168,-0.789,1.252,0.56,-0.387,NaN,NaN,NaN,,NaN,NaN,1.719,-0.001,0.44,0.001,1.42,NaN,NaN,NaN,0.296,-0.369,-0.331,-1.508,-1.543,0.312,-0.283,-0.048,NaN,NaN,0.028,0.623,1.567,0.314,0.15,NaN,NaN,NaN,,NaN,NaN,2.955,0.0,0.194,0.0,2.017,NaN,NaN,NaN
880000,,NaN,NaN,-0.006,-0.674,1.65,0.163,-0.244,NaN,NaN,NaN,,NaN,NaN,1.719,0.375,0.436,-0.764,1.563,NaN,NaN,NaN,0.686,0.227,-0.412,-1.59,-1.311,0.08,0.196,0.103,NaN,NaN,0.0,0.454,2.723,0.026,0.06,NaN,NaN,NaN,,NaN,NaN,2.955,0.14,0.19,0.584,2.443,NaN,NaN,NaN
882000,,NaN,NaN,0.157,-0.558,-1.811,-0.493,-0.097,NaN,NaN,NaN,,NaN,NaN,1.719,0.375,-3.794,-1.258,1.611,NaN,NaN,NaN,1.076,0.836,-0.493,-1.549,-0.905,-0.268,0.396,0.165,NaN,NaN,0.025,0.311,3.278,0.243,0.009,NaN,NaN,NaN,,NaN,NaN,2.955,0.14,14.398,1.582,2.594,NaN,NaN,NaN
