year_bin,anomaly,co2_ppm,co2_radiative_forcing,eccentricity,obliquity,perihelion,insolation,global_insolation,be_ppm,VADM,solar_modulation,delta_anomaly,delta_co2_ppm,delta_co2_radiative_forcing,delta_eccentricity,delta_obliquity,delta_perihelion,delta_insolation,delta_global_insolation,delta_be_ppm,delta_VADM,delta_solar_modulation,perihelion_lagged_20,perihelion_lagged_50,eccentricity_lagged_20,eccentricity_lagged_50,obliquity_lagged_20,obliquity_lagged_50,insolation_lagged_20,insolation_lagged_50,co2_ppm_squared,co2_radiative_forcing_squared,eccentricity_squared,obliquity_squared,perihelion_squared,insolation_squared,global_insolation_squared,be_ppm_squared,VADM_squared,solar_modulation_squared,delta_anomaly_squared,delta_co2_ppm_squared,delta_co2_radiative_forcing_squared,delta_eccentricity_squared,delta_obliquity_squared,delta_perihelion_squared,delta_insolation_squared,delta_global_insolation_squared,delta_be_ppm_squared,delta_VADM_squared,delta_solar_modulation_squared
624000,,NaN,NaN,2.309,-0.847,-0.478,-2.039,3.088,NaN,NaN,NaN,,NaN,NaN,-0.041,-0.753,0.395,1.004,0.564,NaN,NaN,NaN,0.333,-1.65,0.157,1.335,-0.674,0.37,0.319,-0.679,NaN,NaN,5.334,0.718,0.229,4.157,9.535,NaN,NaN,NaN,,NaN,NaN,0.002,0.566,0.156,1.009,0.319,NaN,NaN,NaN
626000,,NaN,NaN,2.309,-1.079,-0.116,-0.913,3.117,NaN,NaN,NaN,,NaN,NaN,-0.041,-0.753,0.397,2.144,0.279,NaN,NaN,NaN,0.66,-1.29,0.319,1.294,-0.558,0.37,0.893,-1.429,NaN,NaN,5.334,1.165,0.013,0.834,9.718,NaN,NaN,NaN,,NaN,NaN,0.002,0.566,0.157,4.596,0.078,NaN,NaN,NaN
628000,,NaN,NaN,2.309,-1.137,0.249,0.432,3.109,NaN,NaN,NaN,,NaN,NaN,-0.041,-0.189,0.398,2.564,-0.149,NaN,NaN,NaN,0.989,-0.932,0.4,1.253,-0.384,0.37,1.199,-1.659,NaN,NaN,5.334,1.293,0.062,0.187,9.665,NaN,NaN,NaN,,NaN,NaN,0.002,0.036,0.158,6.572,0.022,NaN,NaN,NaN
630000,,NaN,NaN,2.309,-1.137,0.613,1.518,3.075,NaN,NaN,NaN,,NaN,NaN,-0.041,-0.001,0.399,2.067,-0.434,NaN,NaN,NaN,1.322,-0.575,0.563,1.213,-0.152,0.254,1.112,-1.321,NaN,NaN,5.334,1.293,0.376,2.304,9.457,NaN,NaN,NaN,,NaN,NaN,0.002,0.0,0.159,4.274,0.188,NaN,NaN,NaN
632000,,NaN,NaN,2.309,-0.963,0.978,1.941,3.012,NaN,NaN,NaN,,NaN,NaN,-0.041,0.562,0.399,0.802,-0.767,NaN,NaN,NaN,1.656,-0.219,0.725,1.132,-0.036,0.138,0.629,-0.55,NaN,NaN,5.334,0.928,0.956,3.767,9.072,NaN,NaN,NaN,,NaN,NaN,0.002,0.316,0.159,0.643,0.588,NaN,NaN,NaN
634000,,NaN,NaN,2.228,-0.789,1.342,1.563,2.907,NaN,NaN,NaN,,NaN,NaN,-0.922,0.562,0.398,-0.728,-1.242,NaN,NaN,NaN,0.065,0.137,0.807,1.05,0.196,-0.036,-0.118,0.379,NaN,NaN,4.965,0.623,1.801,2.441,8.449,NaN,NaN,NaN,,NaN,NaN,0.85,0.316,0.158,0.53,1.544,NaN,NaN,NaN
636000,,NaN,NaN,2.147,-0.5,1.704,0.579,2.776,NaN,NaN,NaN,,NaN,NaN,-0.922,0.938,0.396,-1.884,-1.528,NaN,NaN,NaN,-1.524,0.491,0.969,0.969,0.312,-0.152,-0.892,1.132,NaN,NaN,4.61,0.25,2.904,0.335,7.707,NaN,NaN,NaN,,NaN,NaN,0.85,0.88,0.157,3.55,2.334,NaN,NaN,NaN
638000,,NaN,NaN,2.066,-0.152,-1.79,-0.594,2.608,NaN,NaN,NaN,,NaN,NaN,-0.922,1.126,-3.831,-2.244,-1.956,NaN,NaN,NaN,-1.184,0.843,1.132,0.888,0.486,-0.326,-1.43,1.45,NaN,NaN,4.267,0.023,3.203,0.353,6.8,NaN,NaN,NaN,,NaN,NaN,0.85,1.268,14.675,5.037,3.825,NaN,NaN,NaN
640000,,NaN,NaN,1.944,0.196,-1.431,-1.512,2.426,NaN,NaN,NaN,,NaN,NaN,-1.362,1.126,0.392,-1.758,-2.098,NaN,NaN,NaN,-0.842,1.195,1.213,0.766,0.601,-0.442,-1.523,1.244,NaN,NaN,3.779,0.038,2.047,2.285,5.888,NaN,NaN,NaN,,NaN,NaN,1.855,1.268,0.154,3.09,4.403,NaN,NaN,NaN
642000,,NaN,NaN,1.863,0.544,-1.075,-1.864,2.216,NaN,NaN,NaN,,NaN,NaN,-0.922,1.126,0.389,-0.678,-2.431,NaN,NaN,NaN,-0.499,1.544,1.375,0.644,0.659,-0.558,-1.083,0.621,NaN,NaN,3.47,0.295,1.157,3.473,4.91,NaN,NaN,NaN,,NaN,NaN,0.85,1.268,0.151,0.459,5.911,NaN,NaN,NaN
644000,,NaN,NaN,1.7,0.775,-0.722,-1.551,1.988,NaN,NaN,NaN,,NaN,NaN,-1.802,0.75,0.387,0.591,-2.621,NaN,NaN,NaN,-0.155,-0.035,1.497,0.522,0.717,-0.558,-0.178,-0.173,NaN,NaN,2.891,0.601,0.521,2.406,3.954,NaN,NaN,NaN,,NaN,NaN,3.247,0.563,0.15,0.35,6.872,NaN,NaN,NaN
646000,,NaN,NaN,1.538,1.007,-0.371,-0.691,1.752,NaN,NaN,NaN,,NaN,NaN,-1.802,0.75,0.383,1.636,-2.717,NaN,NaN,NaN,0.191,-1.62,1.619,0.4,0.717,-0.442,0.959,-0.867,NaN,NaN,2.365,1.014,0.138,0.478,3.071,NaN,NaN,NaN,,NaN,NaN,3.247,0.563,0.147,2.678,7.38,NaN,NaN,NaN
648000,,NaN,NaN,1.375,1.123,-0.022,0.431,1.496,NaN,NaN,NaN,,NaN,NaN,-1.802,0.375,0.382,2.136,-2.954,NaN,NaN,NaN,0.538,-1.282,1.741,0.279,0.717,-0.326,1.971,-1.264,NaN,NaN,1.891,1.261,0.0,0.185,2.237,NaN,NaN,NaN,,NaN,NaN,3.247,0.14,0.146,4.563,8.728,NaN,NaN,NaN
650000,,NaN,NaN,1.213,1.123,0.325,1.445,1.243,NaN,NaN,NaN,,NaN,NaN,-1.802,-0.001,0.379,1.932,-2.907,NaN,NaN,NaN,0.887,-0.948,1.863,0.157,0.601,-0.152,2.485,-1.281,NaN,NaN,1.471,1.261,0.106,2.089,1.545,NaN,NaN,NaN,,NaN,NaN,3.247,0.0,0.144,3.733,8.449,NaN,NaN,NaN
652000,,NaN,NaN,1.05,1.007,0.67,2.026,0.99,NaN,NaN,NaN,,NaN,NaN,-1.802,-0.377,0.377,1.104,-2.907,NaN,NaN,NaN,1.237,-0.622,1.944,0.035,0.486,0.08,2.265,-0.952,NaN,NaN,1.103,1.014,0.449,4.106,0.98,NaN,NaN,NaN,,NaN,NaN,3.247,0.142,0.142,1.218,8.449,NaN,NaN,NaN
654000,,NaN,NaN,0.888,0.775,1.014,2.015,0.737,NaN,NaN,NaN,,NaN,NaN,-1.802,-0.753,0.376,-0.028,-2.907,NaN,NaN,NaN,1.589,-0.303,2.066,-0.087,0.312,0.312,1.331,-0.4,NaN,NaN,0.788,0.601,1.028,4.058,0.544,NaN,NaN,NaN,,NaN,NaN,3.247,0.566,0.141,0.001,8.449,NaN,NaN,NaN
656000,,NaN,NaN,0.685,0.544,1.355,1.47,0.497,NaN,NaN,NaN,,NaN,NaN,-2.242,-0.753,0.373,-1.046,-2.764,NaN,NaN,NaN,0.015,0.008,2.147,-0.209,0.08,0.428,-0.033,0.217,NaN,NaN,0.469,0.295,1.835,2.16,0.247,NaN,NaN,NaN,,NaN,NaN,5.027,0.566,0.139,1.094,7.64,NaN,NaN,NaN
658000,,NaN,NaN,0.482,0.196,1.693,0.615,0.27,NaN,NaN,NaN,,NaN,NaN,-2.242,-1.128,0.37,-1.637,-2.621,NaN,NaN,NaN,-1.556,0.311,2.188,-0.29,-0.152,0.601,-1.394,0.749,NaN,NaN,0.232,0.038,2.867,0.378,0.073,NaN,NaN,NaN,,NaN,NaN,5.027,1.273,0.137,2.681,6.872,NaN,NaN,NaN
660000,,NaN,NaN,0.319,-0.094,-1.825,-0.265,0.059,NaN,NaN,NaN,,NaN,NaN,-1.802,-0.94,-3.858,-1.685,-2.431,NaN,NaN,NaN,-1.199,0.607,2.269,-0.371,-0.384,0.717,-2.331,1.095,NaN,NaN,0.102,0.009,3.332,0.07,0.003,NaN,NaN,NaN,,NaN,NaN,3.247,0.885,14.884,2.84,5.911,NaN,NaN,NaN
662000,,NaN,NaN,0.076,-0.384,-1.496,-0.937,-0.135,NaN,NaN,NaN,,NaN,NaN,-2.682,-0.94,0.36,-1.29,-2.241,NaN,NaN,NaN,-0.84,0.895,2.309,-0.452,-0.616,0.659,-2.568,1.206,NaN,NaN,0.006,0.147,2.238,0.879,0.018,NaN,NaN,NaN,,NaN,NaN,7.195,0.885,0.13,1.663,5.022,NaN,NaN,NaN
664000,,NaN,NaN,-0.087,-0.616,-1.172,-1.286,-0.303,NaN,NaN,NaN,,NaN,NaN,-1.802,-0.753,0.354,-0.672,-1.956,NaN,NaN,NaN,-0.478,1.179,2.309,-0.493,-0.847,0.601,-2.039,1.089,NaN,NaN,0.008,0.379,1.374,1.655,0.092,NaN,NaN,NaN,,NaN,NaN,3.247,0.566,0.125,0.451,3.825,NaN,NaN,NaN
666000,,NaN,NaN,-0.249,-0.732,-0.858,-1.309,-0.446,NaN,NaN,NaN,,NaN,NaN,-1.802,-0.377,0.343,-0.05,-1.67,NaN,NaN,NaN,-0.116,1.462,2.309,-0.534,-1.079,0.428,-0.913,0.781,NaN,NaN,0.062,0.535,0.737,1.715,0.199,NaN,NaN,NaN,,NaN,NaN,3.247,0.142,0.118,0.002,2.79,NaN,NaN,NaN
668000,,NaN,NaN,-0.412,-0.847,-0.555,-1.086,-0.564,NaN,NaN,NaN,,NaN,NaN,-1.802,-0.377,0.331,0.421,-1.385,NaN,NaN,NaN,0.249,1.744,2.309,-0.493,-1.137,0.196,0.432,0.335,NaN,NaN,0.17,0.718,0.308,1.18,0.318,NaN,NaN,NaN,,NaN,NaN,3.247,0.142,0.11,0.177,1.919,NaN,NaN,NaN
670000,,NaN,NaN,-0.574,-0.847,-0.265,-0.733,-0.661,NaN,NaN,NaN,,NaN,NaN,-1.802,-0.001,0.317,0.669,-1.147,NaN,NaN,NaN,0.613,-1.824,2.309,-0.452,-1.137,-0.036,1.518,-0.178,NaN,NaN,0.33,0.718,0.07,0.537,0.437,NaN,NaN,NaN,,NaN,NaN,3.247,0.0,0.1,0.448,1.316,NaN,NaN,NaN
672000,,NaN,NaN,-0.656,-0.789,0.01,-0.351,-0.729,NaN,NaN,NaN,,NaN,NaN,-0.922,0.187,0.3,0.724,-0.815,NaN,NaN,NaN,0.978,-1.534,2.309,-0.412,-0.963,-0.268,1.941,-0.678,NaN,NaN,0.43,0.623,0.0,0.123,0.531,NaN,NaN,NaN,,NaN,NaN,0.85,0.035,0.09,0.525,0.663,NaN,NaN,NaN
674000,,NaN,NaN,-0.737,-0.674,0.273,0.001,-0.775,NaN,NaN,NaN,,NaN,NaN,-0.922,0.375,0.288,0.666,-0.577,NaN,NaN,NaN,1.342,-1.237,2.228,-0.371,-0.789,-0.5,1.563,-1.074,NaN,NaN,0.543,0.454,0.075,0.0,0.601,NaN,NaN,NaN,,NaN,NaN,0.85,0.14,0.083,0.443,0.333,NaN,NaN,NaN
676000,,NaN,NaN,-0.777,-0.5,0.53,0.293,-0.792,NaN,NaN,NaN,,NaN,NaN,-0.482,0.562,0.28,0.553,-0.244,NaN,NaN,NaN,1.704,-0.934,2.147,-0.249,-0.5,-0.674,0.579,-1.277,NaN,NaN,0.604,0.25,0.281,0.086,0.627,NaN,NaN,NaN,,NaN,NaN,0.232,0.316,0.078,0.306,0.059,NaN,NaN,NaN
678000,,NaN,NaN,-0.777,-0.384,0.786,0.511,-0.788,NaN,NaN,NaN,,NaN,NaN,-0.041,0.375,0.28,0.41,-0.006,NaN,NaN,NaN,-1.79,-0.625,2.066,-0.168,-0.152,-0.789,-0.594,-1.222,NaN,NaN,0.604,0.147,0.618,0.261,0.62,NaN,NaN,NaN,,NaN,NaN,0.002,0.14,0.078,0.168,0.0,NaN,NaN,NaN
680000,,NaN,NaN,-0.696,-0.21,1.049,0.633,-0.758,NaN,NaN,NaN,,NaN,NaN,0.839,0.562,0.287,0.227,0.279,NaN,NaN,NaN,-1.431,-0.31,1.944,-0.087,0.196,-0.789,-1.512,-0.891,NaN,NaN,0.485,0.044,1.1,0.4,0.575,NaN,NaN,NaN,,NaN,NaN,0.704,0.316,0.082,0.051,0.078,NaN,NaN,NaN
682000,,NaN,NaN,-0.656,-0.036,1.322,0.619,-0.712,NaN,NaN,NaN,,NaN,NaN,0.399,0.562,0.298,-0.031,0.469,NaN,NaN,NaN,-1.075,0.01,1.863,0.076,0.544,-0.789,-1.864,-0.336,NaN,NaN,0.43,0.001,1.747,0.383,0.507,NaN,NaN,NaN,,NaN,NaN,0.159,0.316,0.089,0.001,0.22,NaN,NaN,NaN
684000,,NaN,NaN,-0.534,0.08,1.608,0.437,-0.644,NaN,NaN,NaN,,NaN,NaN,1.279,0.375,0.313,-0.352,0.707,NaN,NaN,NaN,-0.722,0.333,1.7,0.157,0.775,-0.674,-1.551,0.319,NaN,NaN,0.285,0.006,2.586,0.191,0.415,NaN,NaN,NaN,,NaN,NaN,1.636,0.14,0.098,0.124,0.5,NaN,NaN,NaN
686000,,NaN,NaN,-0.412,0.196,-0.021,0.099,-0.564,NaN,NaN,NaN,,NaN,NaN,1.279,0.375,-1.787,-0.652,0.85,NaN,NaN,NaN,-0.371,0.66,1.538,0.319,1.007,-0.558,-0.691,0.893,NaN,NaN,0.17,0.038,0.0,0.01,0.318,NaN,NaN,NaN,,NaN,NaN,1.636,0.14,3.194,0.425,0.722,NaN,NaN,NaN
688000,,NaN,NaN,-0.29,0.312,-1.641,-0.329,-0.472,NaN,NaN,NaN,,NaN,NaN,1.279,0.375,-1.777,-0.822,0.992,NaN,NaN,NaN,-0.022,0.989,1.375,0.4,1.123,-0.384,0.431,1.199,NaN,NaN,0.084,0.097,2.694,0.108,0.222,NaN,NaN,NaN,,NaN,NaN,1.636,0.14,3.157,0.676,0.985,NaN,NaN,NaN
690000,,NaN,NaN,-0.168,0.37,-1.325,-0.725,-0.362,NaN,NaN,NaN,,NaN,NaN,1.279,0.187,0.346,-0.762,1.183,NaN,NaN,NaN,0.325,1.322,1.213,0.563,1.123,-0.152,1.445,1.112,NaN,NaN,0.028,0.137,1.755,0.526,0.131,NaN,NaN,NaN,,NaN,NaN,1.636,0.035,0.12,0.581,1.399,NaN,NaN,NaN
692000,,NaN,NaN,-0.006,0.428,-1.003,-0.944,-0.244,NaN,NaN,NaN,,NaN,NaN,1.719,0.187,0.351,-0.423,1.278,NaN,NaN,NaN,0.67,1.656,1.05,0.725,1.007,-0.036,2.026,0.629,NaN,NaN,0.0,0.183,1.007,0.891,0.06,NaN,NaN,NaN,,NaN,NaN,2.955,0.035,0.123,0.179,1.633,NaN,NaN,NaN
694000,,NaN,NaN,0.076,0.486,-0.676,-0.873,-0.122,NaN,NaN,NaN,,NaN,NaN,0.839,0.187,0.358,0.13,1.325,NaN,NaN,NaN,1.014,0.065,0.888,0.807,0.775,0.196,2.015,-0.118,NaN,NaN,0.006,0.236,0.457,0.762,0.015,NaN,NaN,NaN,,NaN,NaN,0.704,0.035,0.128,0.017,1.756,NaN,NaN,NaN
696000,,NaN,NaN,0.238,0.486,-0.345,-0.481,0.009,NaN,NaN,NaN,,NaN,NaN,1.719,-0.001,0.361,0.743,1.42,NaN,NaN,NaN,1.355,-1.524,0.685,0.969,0.544,0.312,1.47,-0.892,NaN,NaN,0.057,0.236,0.119,0.231,0.0,NaN,NaN,NaN,,NaN,NaN,2.955,0.0,0.131,0.552,2.017,NaN,NaN,NaN
698000,,NaN,NaN,0.36,0.428,-0.011,0.163,0.139,NaN,NaN,NaN,,NaN,NaN,1.279,-0.189,0.366,1.224,1.42,NaN,NaN,NaN,1.693,-1.184,0.482,1.132,0.196,0.486,0.615,-1.43,NaN,NaN,0.129,0.183,0.0,0.026,0.019,NaN,NaN,NaN,,NaN,NaN,1.636,0.036,0.134,1.497,2.017,NaN,NaN,NaN
700000,,NaN,NaN,0.482,0.37,0.328,0.882,0.27,NaN,NaN,NaN,,NaN,NaN,1.279,-0.189,0.37,1.367,1.42,NaN,NaN,NaN,-1.825,-0.842,0.319,1.213,-0.094,0.601,-0.265,-1.523,NaN,NaN,0.232,0.137,0.107,0.777,0.073,NaN,NaN,NaN,,NaN,NaN,1.636,0.036,0.137,1.87,2.017,NaN,NaN,NaN
702000,,NaN,NaN,0.604,0.254,0.668,1.431,0.405,NaN,NaN,NaN,,NaN,NaN,1.279,-0.377,0.372,1.044,1.468,NaN,NaN,NaN,-1.496,-0.499,0.076,1.375,-0.384,0.659,-0.937,-1.083,NaN,NaN,0.364,0.064,0.447,2.049,0.164,NaN,NaN,NaN,,NaN,NaN,1.636,0.142,0.139,1.09,2.155,NaN,NaN,NaN
704000,,NaN,NaN,0.725,0.08,1.012,1.588,0.539,NaN,NaN,NaN,,NaN,NaN,1.279,-0.565,0.376,0.294,1.468,NaN,NaN,NaN,-1.172,-0.155,-0.087,1.497,-0.616,0.717,-1.286,-0.178,NaN,NaN,0.526,0.006,1.024,2.523,0.291,NaN,NaN,NaN,,NaN,NaN,1.636,0.319,0.141,0.087,2.155,NaN,NaN,NaN
706000,,NaN,NaN,0.807,-0.036,1.358,1.243,0.67,NaN,NaN,NaN,,NaN,NaN,0.839,-0.377,0.378,-0.666,1.42,NaN,NaN,NaN,-0.858,0.191,-0.249,1.619,-0.732,0.717,-1.309,0.959,NaN,NaN,0.651,0.001,1.844,1.545,0.449,NaN,NaN,NaN,,NaN,NaN,0.704,0.142,0.143,0.443,2.017,NaN,NaN,NaN
708000,,NaN,NaN,0.928,-0.268,1.707,0.453,0.796,NaN,NaN,NaN,,NaN,NaN,1.279,-0.753,0.382,-1.514,1.373,NaN,NaN,NaN,-0.555,0.538,-0.412,1.741,-0.847,0.717,-1.086,1.971,NaN,NaN,0.862,0.072,2.914,0.205,0.634,NaN,NaN,NaN,,NaN,NaN,1.636,0.566,0.146,2.292,1.885,NaN,NaN,NaN
710000,,NaN,NaN,1.01,-0.384,-1.795,-0.553,0.923,NaN,NaN,NaN,,NaN,NaN,0.839,-0.377,-3.84,-1.925,1.373,NaN,NaN,NaN,-0.265,0.887,-0.574,1.863,-0.847,0.601,-0.733,2.485,NaN,NaN,1.02,0.147,3.223,0.305,0.851,NaN,NaN,NaN,,NaN,NaN,0.704,0.142,14.747,3.707,1.885,NaN,NaN,NaN
712000,,NaN,NaN,1.091,-0.5,-1.442,-1.458,1.041,NaN,NaN,NaN,,NaN,NaN,0.839,-0.377,0.386,-1.734,1.278,NaN,NaN,NaN,0.01,1.237,-0.656,1.944,-0.789,0.486,-0.351,2.265,NaN,NaN,1.19,0.25,2.08,2.126,1.083,NaN,NaN,NaN,,NaN,NaN,0.704,0.142,0.149,3.008,1.633,NaN,NaN,NaN
714000,,NaN,NaN,1.172,-0.558,-1.087,-1.975,1.15,NaN,NaN,NaN,,NaN,NaN,0.839,-0.189,0.389,-0.992,1.183,NaN,NaN,NaN,0.273,1.589,-0.737,2.066,-0.674,0.312,0.001,1.331,NaN,NaN,1.374,0.311,1.181,3.899,1.323,NaN,NaN,NaN,,NaN,NaN,0.704,0.036,0.151,0.984,1.399,NaN,NaN,NaN
716000,,NaN,NaN,1.253,-0.558,-0.73,-1.922,1.255,NaN,NaN,NaN,,NaN,NaN,0.839,-0.001,0.39,0.095,1.135,NaN,NaN,NaN,0.53,0.015,-0.777,2.147,-0.5,0.08,0.293,-0.033,NaN,NaN,1.571,0.311,0.534,3.694,1.576,NaN,NaN,NaN,,NaN,NaN,0.704,0.0,0.152,0.009,1.288,NaN,NaN,NaN
718000,,NaN,NaN,1.335,-0.558,-0.373,-1.283,1.348,NaN,NaN,NaN,,NaN,NaN,0.839,-0.001,0.391,1.214,0.992,NaN,NaN,NaN,0.786,-1.556,-0.777,2.188,-0.384,-0.152,0.511,-1.394,NaN,NaN,1.781,0.311,0.139,1.646,1.817,NaN,NaN,NaN,,NaN,NaN,0.704,0.0,0.153,1.475,0.985,NaN,NaN,NaN
720000,,NaN,NaN,1.375,-0.384,-0.014,-0.228,1.428,NaN,NaN,NaN,,NaN,NaN,0.399,0.562,0.392,2.009,0.85,NaN,NaN,NaN,1.049,-1.199,-0.696,2.269,-0.21,-0.384,0.633,-2.331,NaN,NaN,1.891,0.147,0.0,0.052,2.04,NaN,NaN,NaN,,NaN,NaN,0.159,0.316,0.153,4.036,0.722,NaN,NaN,NaN
722000,,NaN,NaN,1.416,-0.268,0.344,0.922,1.491,NaN,NaN,NaN,,NaN,NaN,0.399,0.375,0.392,2.191,0.66,NaN,NaN,NaN,1.322,-0.84,-0.656,2.309,-0.036,-0.616,0.619,-2.568,NaN,NaN,2.005,0.072,0.118,0.851,2.224,NaN,NaN,NaN,,NaN,NaN,0.159,0.14,0.153,4.801,0.435,NaN,NaN,NaN
724000,,NaN,NaN,1.416,-0.036,0.703,1.787,1.542,NaN,NaN,NaN,,NaN,NaN,-0.041,0.75,0.392,1.645,0.517,NaN,NaN,NaN,1.608,-0.478,-0.534,2.309,0.08,-0.847,0.437,-2.039,NaN,NaN,2.005,0.001,0.494,3.193,2.377,NaN,NaN,NaN,,NaN,NaN,0.002,0.563,0.154,2.706,0.267,NaN,NaN,NaN
726000,,NaN,NaN,1.497,0.196,1.061,2.059,1.584,NaN,NaN,NaN,,NaN,NaN,0.839,0.75,0.392,0.514,0.422,NaN,NaN,NaN,-0.021,-0.116,-0.412,2.309,0.196,-1.079,0.099,-0.913,NaN,NaN,2.241,0.038,1.126,4.24,2.509,NaN,NaN,NaN,,NaN,NaN,0.704,0.563,0.154,0.264,0.178,NaN,NaN,NaN
728000,,NaN,NaN,1.497,0.428,1.419,1.647,1.601,NaN,NaN,NaN,,NaN,NaN,-0.041,0.75,0.392,-0.792,0.136,NaN,NaN,NaN,-1.641,0.249,-0.29,2.309,0.312,-1.137,-0.329,0.432,NaN,NaN,2.241,0.183,2.015,2.713,2.563,NaN,NaN,NaN,,NaN,NaN,0.002,0.563,0.153,0.627,0.019,NaN,NaN,NaN
730000,,NaN,NaN,1.497,0.601,1.778,0.72,1.601,NaN,NaN,NaN,,NaN,NaN,-0.041,0.562,0.392,-1.776,-0.054,NaN,NaN,NaN,-1.325,0.613,-0.168,2.309,0.37,-1.137,-0.725,1.518,NaN,NaN,2.241,0.362,3.16,0.518,2.563,NaN,NaN,NaN,,NaN,NaN,0.002,0.316,0.153,3.154,0.003,NaN,NaN,NaN
732000,,NaN,NaN,1.497,0.659,-1.718,-0.38,1.592,NaN,NaN,NaN,,NaN,NaN,-0.041,0.187,-3.833,-2.105,-0.149,NaN,NaN,NaN,-1.003,0.978,-0.006,2.309,0.428,-0.963,-0.944,1.941,NaN,NaN,2.241,0.435,2.952,0.144,2.536,NaN,NaN,NaN,,NaN,NaN,0.002,0.035,14.693,4.43,0.022,NaN,NaN,NaN
734000,,NaN,NaN,1.457,0.601,-1.359,-1.272,1.563,NaN,NaN,NaN,,NaN,NaN,-0.482,-0.189,0.393,-1.71,-0.387,NaN,NaN,NaN,-0.676,1.342,0.076,2.228,0.486,-0.789,-0.873,1.563,NaN,NaN,2.121,0.362,1.846,1.619,2.443,NaN,NaN,NaN,,NaN,NaN,0.232,0.036,0.154,2.925,0.149,NaN,NaN,NaN
736000,,NaN,NaN,1.416,0.544,-0.998,-1.672,1.508,NaN,NaN,NaN,,NaN,NaN,-0.482,-0.189,0.394,-0.768,-0.672,NaN,NaN,NaN,-0.345,1.704,0.238,2.147,0.486,-0.5,-0.481,0.579,NaN,NaN,2.005,0.295,0.996,2.795,2.275,NaN,NaN,NaN,,NaN,NaN,0.232,0.036,0.156,0.59,0.451,NaN,NaN,NaN
738000,,NaN,NaN,1.375,0.312,-0.636,-1.472,1.437,NaN,NaN,NaN,,NaN,NaN,-0.482,-0.753,0.396,0.376,-0.862,NaN,NaN,NaN,-0.011,-1.79,0.36,2.066,0.428,-0.152,0.163,-0.594,NaN,NaN,1.891,0.097,0.404,2.166,2.064,NaN,NaN,NaN,,NaN,NaN,0.232,0.566,0.157,0.142,0.743,NaN,NaN,NaN
740000,,NaN,NaN,1.335,0.08,-0.271,-0.769,1.348,NaN,NaN,NaN,,NaN,NaN,-0.482,-0.753,0.399,1.337,-1.052,NaN,NaN,NaN,0.328,-1.431,0.482,1.944,0.37,0.196,0.882,-1.512,NaN,NaN,1.781,0.006,0.073,0.591,1.817,NaN,NaN,NaN,,NaN,NaN,0.232,0.566,0.159,1.787,1.107,NaN,NaN,NaN
742000,,NaN,NaN,1.253,-0.268,0.096,0.171,1.243,NaN,NaN,NaN,,NaN,NaN,-0.922,-1.128,0.402,1.789,-1.242,NaN,NaN,NaN,0.668,-1.075,0.604,1.863,0.254,0.544,1.431,-1.864,NaN,NaN,1.571,0.072,0.009,0.029,1.545,NaN,NaN,NaN,,NaN,NaN,0.85,1.273,0.161,3.2,1.544,NaN,NaN,NaN
744000,,NaN,NaN,1.132,-0.5,0.467,0.979,1.121,NaN,NaN,NaN,,NaN,NaN,-1.362,-0.753,0.405,1.538,-1.433,NaN,NaN,NaN,1.012,-0.722,0.725,1.7,0.08,0.775,1.588,-1.551,NaN,NaN,1.28,0.25,0.218,0.959,1.256,NaN,NaN,NaN,,NaN,NaN,1.855,0.566,0.164,2.364,2.053,NaN,NaN,NaN
746000,,NaN,NaN,1.05,-0.732,0.84,1.326,0.977,NaN,NaN,NaN,,NaN,NaN,-0.922,-0.753,0.408,0.657,-1.67,NaN,NaN,NaN,1.358,-0.371,0.807,1.538,-0.036,1.007,1.243,-0.691,NaN,NaN,1.103,0.535,0.705,1.758,0.955,NaN,NaN,NaN,,NaN,NaN,0.85,0.566,0.166,0.431,2.79,NaN,NaN,NaN
748000,,NaN,NaN,0.969,-0.905,1.215,1.076,0.826,NaN,NaN,NaN,,NaN,NaN,-0.922,-0.565,0.41,-0.482,-1.766,NaN,NaN,NaN,1.707,-0.022,0.928,1.375,-0.268,1.123,0.453,0.431,NaN,NaN,0.939,0.82,1.476,1.159,0.682,NaN,NaN,NaN,,NaN,NaN,0.85,0.319,0.168,0.232,3.117,NaN,NaN,NaN
750000,,NaN,NaN,0.807,-1.021,1.592,0.349,0.666,NaN,NaN,NaN,,NaN,NaN,-1.802,-0.377,0.413,-1.394,-1.861,NaN,NaN,NaN,-1.795,0.325,1.01,1.213,-0.384,1.123,-0.553,1.445,NaN,NaN,0.651,1.043,2.535,0.122,0.443,NaN,NaN,NaN,,NaN,NaN,3.247,0.142,0.17,1.944,3.462,NaN,NaN,NaN
752000,,NaN,NaN,0.644,-0.905,0.044,-0.546,0.497,NaN,NaN,NaN,,NaN,NaN,-1.802,0.375,-1.698,-1.716,-1.956,NaN,NaN,NaN,-1.442,0.67,1.091,1.05,-0.5,1.007,-1.458,2.026,NaN,NaN,0.415,0.82,0.002,0.299,0.247,NaN,NaN,NaN,,NaN,NaN,3.247,0.14,2.883,2.943,3.825,NaN,NaN,NaN
